"id","journal","pubYear","n_authors","auth_cat"
22599,"Research on Social Work Practice","2000",2,"2"
23783,"Research on Social Work Practice","2000",2,"2"
23784,"Research on Social Work Practice","2000",2,"2"
23785,"Research on Social Work Practice","2000",3,"3"
23786,"Research on Social Work Practice","2000",2,"2"
23787,"Research on Social Work Practice","2000",2,"2"
23788,"Research on Social Work Practice","2000",2,"2"
23789,"Research on Social Work Practice","2000",2,"2"
23790,"Research on Social Work Practice","2000",1,"1"
24466,"Research on Social Work Practice","2000",2,"2"
24467,"Research on Social Work Practice","2000",1,"1"
24468,"Research on Social Work Practice","2000",3,"3"
24469,"Research on Social Work Practice","2000",2,"2"
24502,"Research on Social Work Practice","2000",2,"2"
24503,"Research on Social Work Practice","2000",2,"2"
24504,"Research on Social Work Practice","2000",2,"2"
24505,"Research on Social Work Practice","2000",4,"4+"
24506,"Research on Social Work Practice","2000",1,"1"
24586,"Research on Social Work Practice","2000",1,"1"
24587,"Research on Social Work Practice","2000",1,"1"
24588,"Research on Social Work Practice","2000",3,"3"
24589,"Research on Social Work Practice","2000",4,"4+"
24590,"Research on Social Work Practice","2000",1,"1"
24788,"Research on Social Work Practice","2000",3,"3"
24789,"Research on Social Work Practice","2000",5,"4+"
24790,"Research on Social Work Practice","2000",3,"3"
24791,"Research on Social Work Practice","2000",1,"1"
24792,"Research on Social Work Practice","2000",5,"4+"
24793,"Research on Social Work Practice","2000",1,"1"
24794,"Research on Social Work Practice","2000",1,"1"
24795,"Research on Social Work Practice","2000",4,"4+"
37386,"Research on Social Work Practice","2000",1,"1"
37391,"Research on Social Work Practice","2000",2,"2"
37654,"Research on Social Work Practice","2000",1,"1"
37655,"Research on Social Work Practice","2000",1,"1"
37659,"Research on Social Work Practice","2000",2,"2"
37779,"Research on Social Work Practice","2000",1,"1"
53545,"Research on Social Work Practice","2000",1,"1"
53546,"Research on Social Work Practice","2000",1,"1"
58593,"Research on Social Work Practice","2000",1,"1"
23845,"Research on Social Work Practice","2001",3,"3"
23846,"Research on Social Work Practice","2001",1,"1"
23847,"Research on Social Work Practice","2001",4,"4+"
23848,"Research on Social Work Practice","2001",1,"1"
23907,"Research on Social Work Practice","2001",3,"3"
23908,"Research on Social Work Practice","2001",3,"3"
23909,"Research on Social Work Practice","2001",2,"2"
23910,"Research on Social Work Practice","2001",2,"2"
23951,"Research on Social Work Practice","2001",1,"1"
23952,"Research on Social Work Practice","2001",3,"3"
23953,"Research on Social Work Practice","2001",1,"1"
23954,"Research on Social Work Practice","2001",1,"1"
23955,"Research on Social Work Practice","2001",3,"3"
23956,"Research on Social Work Practice","2001",8,"4+"
23957,"Research on Social Work Practice","2001",5,"4+"
24007,"Research on Social Work Practice","2001",3,"3"
24008,"Research on Social Work Practice","2001",2,"2"
24009,"Research on Social Work Practice","2001",3,"3"
24010,"Research on Social Work Practice","2001",2,"2"
24011,"Research on Social Work Practice","2001",3,"3"
24012,"Research on Social Work Practice","2001",1,"1"
24013,"Research on Social Work Practice","2001",3,"3"
24087,"Research on Social Work Practice","2001",1,"1"
24088,"Research on Social Work Practice","2001",1,"1"
24089,"Research on Social Work Practice","2001",1,"1"
24090,"Research on Social Work Practice","2001",1,"1"
24091,"Research on Social Work Practice","2001",1,"1"
24406,"Research on Social Work Practice","2001",1,"1"
24407,"Research on Social Work Practice","2001",2,"2"
24408,"Research on Social Work Practice","2001",1,"1"
24409,"Research on Social Work Practice","2001",3,"3"
24410,"Research on Social Work Practice","2001",1,"1"
24411,"Research on Social Work Practice","2001",2,"2"
24412,"Research on Social Work Practice","2001",2,"2"
24413,"Research on Social Work Practice","2001",4,"4+"
37114,"Research on Social Work Practice","2001",1,"1"
37115,"Research on Social Work Practice","2001",2,"2"
37117,"Research on Social Work Practice","2001",1,"1"
37120,"Research on Social Work Practice","2001",2,"2"
37123,"Research on Social Work Practice","2001",1,"1"
37124,"Research on Social Work Practice","2001",1,"1"
37125,"Research on Social Work Practice","2001",1,"1"
22570,"Research on Social Work Practice","2002",4,"4+"
22571,"Research on Social Work Practice","2002",3,"3"
22572,"Research on Social Work Practice","2002",5,"4+"
22573,"Research on Social Work Practice","2002",4,"4+"
22574,"Research on Social Work Practice","2002",3,"3"
22575,"Research on Social Work Practice","2002",1,"1"
22576,"Research on Social Work Practice","2002",1,"1"
23156,"Research on Social Work Practice","2002",3,"3"
23157,"Research on Social Work Practice","2002",2,"2"
23158,"Research on Social Work Practice","2002",5,"4+"
23159,"Research on Social Work Practice","2002",5,"4+"
23248,"Research on Social Work Practice","2002",4,"4+"
23249,"Research on Social Work Practice","2002",3,"3"
23250,"Research on Social Work Practice","2002",4,"4+"
23251,"Research on Social Work Practice","2002",3,"3"
23252,"Research on Social Work Practice","2002",3,"3"
23253,"Research on Social Work Practice","2002",5,"4+"
23365,"Research on Social Work Practice","2002",2,"2"
23366,"Research on Social Work Practice","2002",4,"4+"
23367,"Research on Social Work Practice","2002",3,"3"
23368,"Research on Social Work Practice","2002",1,"1"
23369,"Research on Social Work Practice","2002",3,"3"
23370,"Research on Social Work Practice","2002",2,"2"
23371,"Research on Social Work Practice","2002",1,"1"
23461,"Research on Social Work Practice","2002",2,"2"
23462,"Research on Social Work Practice","2002",3,"3"
23463,"Research on Social Work Practice","2002",3,"3"
23464,"Research on Social Work Practice","2002",3,"3"
23465,"Research on Social Work Practice","2002",3,"3"
23732,"Research on Social Work Practice","2002",5,"4+"
23733,"Research on Social Work Practice","2002",2,"2"
23734,"Research on Social Work Practice","2002",4,"4+"
23735,"Research on Social Work Practice","2002",2,"2"
23736,"Research on Social Work Practice","2002",2,"2"
23737,"Research on Social Work Practice","2002",3,"3"
23738,"Research on Social Work Practice","2002",2,"2"
23739,"Research on Social Work Practice","2002",1,"1"
23740,"Research on Social Work Practice","2002",1,"1"
23741,"Research on Social Work Practice","2002",3,"3"
36290,"Research on Social Work Practice","2002",3,"3"
36354,"Research on Social Work Practice","2002",3,"3"
36358,"Research on Social Work Practice","2002",1,"1"
36581,"Research on Social Work Practice","2002",3,"3"
36582,"Research on Social Work Practice","2002",3,"3"
36583,"Research on Social Work Practice","2002",2,"2"
36736,"Research on Social Work Practice","2002",1,"1"
36740,"Research on Social Work Practice","2002",2,"2"
36741,"Research on Social Work Practice","2002",2,"2"
22304,"Research on Social Work Practice","2003",1,"1"
22305,"Research on Social Work Practice","2003",6,"4+"
22306,"Research on Social Work Practice","2003",2,"2"
22379,"Research on Social Work Practice","2003",1,"1"
22380,"Research on Social Work Practice","2003",1,"1"
22381,"Research on Social Work Practice","2003",1,"1"
22382,"Research on Social Work Practice","2003",2,"2"
22383,"Research on Social Work Practice","2003",3,"3"
22384,"Research on Social Work Practice","2003",2,"2"
22475,"Research on Social Work Practice","2003",3,"3"
22476,"Research on Social Work Practice","2003",2,"2"
22477,"Research on Social Work Practice","2003",3,"3"
22478,"Research on Social Work Practice","2003",2,"2"
22479,"Research on Social Work Practice","2003",4,"4+"
22480,"Research on Social Work Practice","2003",2,"2"
22562,"Research on Social Work Practice","2003",1,"1"
22563,"Research on Social Work Practice","2003",1,"1"
22564,"Research on Social Work Practice","2003",1,"1"
22565,"Research on Social Work Practice","2003",1,"1"
22698,"Research on Social Work Practice","2003",3,"3"
22699,"Research on Social Work Practice","2003",3,"3"
22700,"Research on Social Work Practice","2003",5,"4+"
22701,"Research on Social Work Practice","2003",2,"2"
22702,"Research on Social Work Practice","2003",1,"1"
22703,"Research on Social Work Practice","2003",4,"4+"
23074,"Research on Social Work Practice","2003",7,"4+"
23075,"Research on Social Work Practice","2003",1,"1"
23076,"Research on Social Work Practice","2003",2,"2"
23077,"Research on Social Work Practice","2003",2,"2"
23078,"Research on Social Work Practice","2003",3,"3"
35691,"Research on Social Work Practice","2003",2,"2"
35830,"Research on Social Work Practice","2003",3,"3"
35912,"Research on Social Work Practice","2003",2,"2"
35914,"Research on Social Work Practice","2003",1,"1"
35919,"Research on Social Work Practice","2003",3,"3"
35920,"Research on Social Work Practice","2003",1,"1"
35921,"Research on Social Work Practice","2003",1,"1"
35922,"Research on Social Work Practice","2003",1,"1"
35924,"Research on Social Work Practice","2003",1,"1"
21392,"Research on Social Work Practice","2004",3,"3"
21393,"Research on Social Work Practice","2004",3,"3"
21394,"Research on Social Work Practice","2004",1,"1"
21395,"Research on Social Work Practice","2004",3,"3"
21396,"Research on Social Work Practice","2004",3,"3"
21397,"Research on Social Work Practice","2004",4,"4+"
21508,"Research on Social Work Practice","2004",3,"3"
21509,"Research on Social Work Practice","2004",2,"2"
21510,"Research on Social Work Practice","2004",4,"4+"
21511,"Research on Social Work Practice","2004",2,"2"
21512,"Research on Social Work Practice","2004",4,"4+"
21513,"Research on Social Work Practice","2004",1,"1"
21514,"Research on Social Work Practice","2004",2,"2"
21515,"Research on Social Work Practice","2004",5,"4+"
21599,"Research on Social Work Practice","2004",2,"2"
21600,"Research on Social Work Practice","2004",1,"1"
21601,"Research on Social Work Practice","2004",2,"2"
21602,"Research on Social Work Practice","2004",1,"1"
21603,"Research on Social Work Practice","2004",3,"3"
21604,"Research on Social Work Practice","2004",2,"2"
21605,"Research on Social Work Practice","2004",1,"1"
21606,"Research on Social Work Practice","2004",1,"1"
21685,"Research on Social Work Practice","2004",1,"1"
21686,"Research on Social Work Practice","2004",5,"4+"
21687,"Research on Social Work Practice","2004",3,"3"
21688,"Research on Social Work Practice","2004",1,"1"
21689,"Research on Social Work Practice","2004",1,"1"
21690,"Research on Social Work Practice","2004",3,"3"
21691,"Research on Social Work Practice","2004",1,"1"
21692,"Research on Social Work Practice","2004",8,"4+"
21853,"Research on Social Work Practice","2004",2,"2"
21854,"Research on Social Work Practice","2004",2,"2"
21855,"Research on Social Work Practice","2004",1,"1"
21856,"Research on Social Work Practice","2004",2,"2"
21857,"Research on Social Work Practice","2004",1,"1"
21858,"Research on Social Work Practice","2004",3,"3"
22237,"Research on Social Work Practice","2004",1,"1"
22238,"Research on Social Work Practice","2004",3,"3"
22239,"Research on Social Work Practice","2004",4,"4+"
22240,"Research on Social Work Practice","2004",4,"4+"
22241,"Research on Social Work Practice","2004",2,"2"
22242,"Research on Social Work Practice","2004",2,"2"
35083,"Research on Social Work Practice","2004",3,"3"
35319,"Research on Social Work Practice","2004",1,"1"
35438,"Research on Social Work Practice","2004",3,"3"
35614,"Research on Social Work Practice","2004",3,"3"
20476,"Research on Social Work Practice","2005",1,"1"
20477,"Research on Social Work Practice","2005",3,"3"
20478,"Research on Social Work Practice","2005",3,"3"
20479,"Research on Social Work Practice","2005",2,"2"
20480,"Research on Social Work Practice","2005",2,"2"
20481,"Research on Social Work Practice","2005",2,"2"
20482,"Research on Social Work Practice","2005",2,"2"
20483,"Research on Social Work Practice","2005",4,"4+"
20484,"Research on Social Work Practice","2005",3,"3"
20485,"Research on Social Work Practice","2005",3,"3"
20486,"Research on Social Work Practice","2005",5,"4+"
20487,"Research on Social Work Practice","2005",5,"4+"
20488,"Research on Social Work Practice","2005",2,"2"
20608,"Research on Social Work Practice","2005",2,"2"
20609,"Research on Social Work Practice","2005",6,"4+"
20610,"Research on Social Work Practice","2005",3,"3"
20611,"Research on Social Work Practice","2005",2,"2"
20612,"Research on Social Work Practice","2005",10,"4+"
20613,"Research on Social Work Practice","2005",2,"2"
20614,"Research on Social Work Practice","2005",4,"4+"
20695,"Research on Social Work Practice","2005",2,"2"
20696,"Research on Social Work Practice","2005",1,"1"
20697,"Research on Social Work Practice","2005",5,"4+"
20698,"Research on Social Work Practice","2005",2,"2"
20699,"Research on Social Work Practice","2005",2,"2"
20700,"Research on Social Work Practice","2005",1,"1"
20701,"Research on Social Work Practice","2005",1,"1"
20786,"Research on Social Work Practice","2005",4,"4+"
20787,"Research on Social Work Practice","2005",2,"2"
20788,"Research on Social Work Practice","2005",5,"4+"
20790,"Research on Social Work Practice","2005",1,"1"
20791,"Research on Social Work Practice","2005",2,"2"
20792,"Research on Social Work Practice","2005",2,"2"
20927,"Research on Social Work Practice","2005",1,"1"
20928,"Research on Social Work Practice","2005",2,"2"
20929,"Research on Social Work Practice","2005",2,"2"
20930,"Research on Social Work Practice","2005",2,"2"
20931,"Research on Social Work Practice","2005",1,"1"
20932,"Research on Social Work Practice","2005",3,"3"
21299,"Research on Social Work Practice","2005",1,"1"
21300,"Research on Social Work Practice","2005",1,"1"
21301,"Research on Social Work Practice","2005",3,"3"
21302,"Research on Social Work Practice","2005",4,"4+"
21303,"Research on Social Work Practice","2005",2,"2"
21304,"Research on Social Work Practice","2005",1,"1"
21305,"Research on Social Work Practice","2005",1,"1"
34665,"Research on Social Work Practice","2005",3,"3"
34997,"Research on Social Work Practice","2005",2,"2"
19425,"Research on Social Work Practice","2006",1,"1"
19426,"Research on Social Work Practice","2006",3,"3"
19427,"Research on Social Work Practice","2006",4,"4+"
19428,"Research on Social Work Practice","2006",1,"1"
19429,"Research on Social Work Practice","2006",1,"1"
19430,"Research on Social Work Practice","2006",1,"1"
19431,"Research on Social Work Practice","2006",2,"2"
19432,"Research on Social Work Practice","2006",2,"2"
19582,"Research on Social Work Practice","2006",2,"2"
19583,"Research on Social Work Practice","2006",2,"2"
19584,"Research on Social Work Practice","2006",1,"1"
19585,"Research on Social Work Practice","2006",3,"3"
19586,"Research on Social Work Practice","2006",2,"2"
19587,"Research on Social Work Practice","2006",2,"2"
19588,"Research on Social Work Practice","2006",3,"3"
19690,"Research on Social Work Practice","2006",1,"1"
19691,"Research on Social Work Practice","2006",1,"1"
19692,"Research on Social Work Practice","2006",1,"1"
19693,"Research on Social Work Practice","2006",3,"3"
19826,"Research on Social Work Practice","2006",1,"1"
19827,"Research on Social Work Practice","2006",2,"2"
19828,"Research on Social Work Practice","2006",3,"3"
19829,"Research on Social Work Practice","2006",2,"2"
19830,"Research on Social Work Practice","2006",2,"2"
19831,"Research on Social Work Practice","2006",2,"2"
19832,"Research on Social Work Practice","2006",1,"1"
19833,"Research on Social Work Practice","2006",3,"3"
19978,"Research on Social Work Practice","2006",1,"1"
19979,"Research on Social Work Practice","2006",1,"1"
19980,"Research on Social Work Practice","2006",2,"2"
19981,"Research on Social Work Practice","2006",2,"2"
19982,"Research on Social Work Practice","2006",2,"2"
19983,"Research on Social Work Practice","2006",1,"1"
19984,"Research on Social Work Practice","2006",5,"4+"
19985,"Research on Social Work Practice","2006",2,"2"
19986,"Research on Social Work Practice","2006",2,"2"
19987,"Research on Social Work Practice","2006",2,"2"
20353,"Research on Social Work Practice","2006",1,"1"
20354,"Research on Social Work Practice","2006",3,"3"
20355,"Research on Social Work Practice","2006",2,"2"
20356,"Research on Social Work Practice","2006",1,"1"
20357,"Research on Social Work Practice","2006",3,"3"
20358,"Research on Social Work Practice","2006",6,"4+"
20359,"Research on Social Work Practice","2006",3,"3"
20360,"Research on Social Work Practice","2006",4,"4+"
20361,"Research on Social Work Practice","2006",2,"2"
33823,"Research on Social Work Practice","2006",1,"1"
33824,"Research on Social Work Practice","2006",1,"1"
33825,"Research on Social Work Practice","2006",2,"2"
33831,"Research on Social Work Practice","2006",1,"1"
18237,"Research on Social Work Practice","2007",2,"2"
18238,"Research on Social Work Practice","2007",1,"1"
18239,"Research on Social Work Practice","2007",2,"2"
18240,"Research on Social Work Practice","2007",3,"3"
18241,"Research on Social Work Practice","2007",9,"4+"
18242,"Research on Social Work Practice","2007",4,"4+"
18243,"Research on Social Work Practice","2007",2,"2"
18244,"Research on Social Work Practice","2007",3,"3"
18245,"Research on Social Work Practice","2007",2,"2"
18246,"Research on Social Work Practice","2007",2,"2"
18386,"Research on Social Work Practice","2007",2,"2"
18387,"Research on Social Work Practice","2007",1,"1"
18388,"Research on Social Work Practice","2007",1,"1"
18389,"Research on Social Work Practice","2007",2,"2"
18390,"Research on Social Work Practice","2007",1,"1"
18391,"Research on Social Work Practice","2007",4,"4+"
18392,"Research on Social Work Practice","2007",3,"3"
18393,"Research on Social Work Practice","2007",1,"1"
18394,"Research on Social Work Practice","2007",1,"1"
18526,"Research on Social Work Practice","2007",3,"3"
18527,"Research on Social Work Practice","2007",2,"2"
18528,"Research on Social Work Practice","2007",4,"4+"
18529,"Research on Social Work Practice","2007",1,"1"
18530,"Research on Social Work Practice","2007",1,"1"
18531,"Research on Social Work Practice","2007",4,"4+"
18532,"Research on Social Work Practice","2007",9,"4+"
18646,"Research on Social Work Practice","2007",2,"2"
18647,"Research on Social Work Practice","2007",3,"3"
18648,"Research on Social Work Practice","2007",1,"1"
18649,"Research on Social Work Practice","2007",3,"3"
18650,"Research on Social Work Practice","2007",1,"1"
18651,"Research on Social Work Practice","2007",3,"3"
18652,"Research on Social Work Practice","2007",3,"3"
18653,"Research on Social Work Practice","2007",2,"2"
18654,"Research on Social Work Practice","2007",2,"2"
18805,"Research on Social Work Practice","2007",2,"2"
18806,"Research on Social Work Practice","2007",2,"2"
18807,"Research on Social Work Practice","2007",4,"4+"
18808,"Research on Social Work Practice","2007",4,"4+"
18809,"Research on Social Work Practice","2007",1,"1"
18810,"Research on Social Work Practice","2007",2,"2"
18811,"Research on Social Work Practice","2007",6,"4+"
18812,"Research on Social Work Practice","2007",6,"4+"
18813,"Research on Social Work Practice","2007",4,"4+"
18814,"Research on Social Work Practice","2007",4,"4+"
18815,"Research on Social Work Practice","2007",1,"1"
18816,"Research on Social Work Practice","2007",1,"1"
18817,"Research on Social Work Practice","2007",1,"1"
19298,"Research on Social Work Practice","2007",1,"1"
19299,"Research on Social Work Practice","2007",1,"1"
19300,"Research on Social Work Practice","2007",3,"3"
19301,"Research on Social Work Practice","2007",2,"2"
19302,"Research on Social Work Practice","2007",4,"4+"
19303,"Research on Social Work Practice","2007",5,"4+"
19304,"Research on Social Work Practice","2007",3,"3"
19305,"Research on Social Work Practice","2007",2,"2"
19306,"Research on Social Work Practice","2007",4,"4+"
19307,"Research on Social Work Practice","2007",3,"3"
19308,"Research on Social Work Practice","2007",2,"2"
19309,"Research on Social Work Practice","2007",2,"2"
33085,"Research on Social Work Practice","2007",2,"2"
49412,"Research on Social Work Practice","2007",1,"1"
49766,"Research on Social Work Practice","2007",3,"3"
17117,"Research on Social Work Practice","2008",1,"1"
17118,"Research on Social Work Practice","2008",4,"4+"
17119,"Research on Social Work Practice","2008",6,"4+"
17120,"Research on Social Work Practice","2008",4,"4+"
17121,"Research on Social Work Practice","2008",1,"1"
17122,"Research on Social Work Practice","2008",6,"4+"
17123,"Research on Social Work Practice","2008",1,"1"
17124,"Research on Social Work Practice","2008",4,"4+"
17135,"Research on Social Work Practice","2008",1,"1"
17261,"Research on Social Work Practice","2008",3,"3"
17262,"Research on Social Work Practice","2008",2,"2"
17263,"Research on Social Work Practice","2008",1,"1"
17264,"Research on Social Work Practice","2008",5,"4+"
17265,"Research on Social Work Practice","2008",4,"4+"
17266,"Research on Social Work Practice","2008",4,"4+"
17267,"Research on Social Work Practice","2008",2,"2"
17268,"Research on Social Work Practice","2008",2,"2"
17269,"Research on Social Work Practice","2008",7,"4+"
17270,"Research on Social Work Practice","2008",3,"3"
17271,"Research on Social Work Practice","2008",7,"4+"
17272,"Research on Social Work Practice","2008",7,"4+"
17273,"Research on Social Work Practice","2008",7,"4+"
17274,"Research on Social Work Practice","2008",7,"4+"
17275,"Research on Social Work Practice","2008",4,"4+"
17394,"Research on Social Work Practice","2008",3,"3"
17395,"Research on Social Work Practice","2008",1,"1"
17396,"Research on Social Work Practice","2008",3,"3"
17397,"Research on Social Work Practice","2008",1,"1"
17398,"Research on Social Work Practice","2008",1,"1"
17399,"Research on Social Work Practice","2008",2,"2"
17400,"Research on Social Work Practice","2008",2,"2"
17401,"Research on Social Work Practice","2008",2,"2"
17402,"Research on Social Work Practice","2008",2,"2"
17557,"Research on Social Work Practice","2008",5,"4+"
17558,"Research on Social Work Practice","2008",3,"3"
17559,"Research on Social Work Practice","2008",3,"3"
17560,"Research on Social Work Practice","2008",2,"2"
17561,"Research on Social Work Practice","2008",3,"3"
17562,"Research on Social Work Practice","2008",1,"1"
17563,"Research on Social Work Practice","2008",2,"2"
17564,"Research on Social Work Practice","2008",2,"2"
17708,"Research on Social Work Practice","2008",2,"2"
17709,"Research on Social Work Practice","2008",1,"1"
17710,"Research on Social Work Practice","2008",3,"3"
17711,"Research on Social Work Practice","2008",2,"2"
17712,"Research on Social Work Practice","2008",1,"1"
17713,"Research on Social Work Practice","2008",4,"4+"
18122,"Research on Social Work Practice","2008",3,"3"
18123,"Research on Social Work Practice","2008",6,"4+"
18124,"Research on Social Work Practice","2008",5,"4+"
18125,"Research on Social Work Practice","2008",3,"3"
18126,"Research on Social Work Practice","2008",4,"4+"
18127,"Research on Social Work Practice","2008",2,"2"
18128,"Research on Social Work Practice","2008",4,"4+"
18129,"Research on Social Work Practice","2008",2,"2"
32351,"Research on Social Work Practice","2008",3,"3"
48752,"Research on Social Work Practice","2008",1,"1"
15876,"Research on Social Work Practice","2009",3,"3"
15877,"Research on Social Work Practice","2009",1,"1"
15878,"Research on Social Work Practice","2009",5,"4+"
15879,"Research on Social Work Practice","2009",2,"2"
15880,"Research on Social Work Practice","2009",2,"2"
15881,"Research on Social Work Practice","2009",3,"3"
15882,"Research on Social Work Practice","2009",3,"3"
15899,"Research on Social Work Practice","2009",2,"2"
16090,"Research on Social Work Practice","2009",2,"2"
16091,"Research on Social Work Practice","2009",2,"2"
16092,"Research on Social Work Practice","2009",5,"4+"
16093,"Research on Social Work Practice","2009",6,"4+"
16094,"Research on Social Work Practice","2009",6,"4+"
16095,"Research on Social Work Practice","2009",4,"4+"
16096,"Research on Social Work Practice","2009",5,"4+"
16097,"Research on Social Work Practice","2009",1,"1"
16098,"Research on Social Work Practice","2009",3,"3"
16099,"Research on Social Work Practice","2009",1,"1"
16100,"Research on Social Work Practice","2009",4,"4+"
16101,"Research on Social Work Practice","2009",2,"2"
16102,"Research on Social Work Practice","2009",1,"1"
16103,"Research on Social Work Practice","2009",3,"3"
16314,"Research on Social Work Practice","2009",3,"3"
16315,"Research on Social Work Practice","2009",2,"2"
16316,"Research on Social Work Practice","2009",1,"1"
16317,"Research on Social Work Practice","2009",3,"3"
16318,"Research on Social Work Practice","2009",4,"4+"
16319,"Research on Social Work Practice","2009",7,"4+"
16320,"Research on Social Work Practice","2009",4,"4+"
16321,"Research on Social Work Practice","2009",5,"4+"
16453,"Research on Social Work Practice","2009",3,"3"
16454,"Research on Social Work Practice","2009",1,"1"
16455,"Research on Social Work Practice","2009",5,"4+"
16456,"Research on Social Work Practice","2009",1,"1"
16457,"Research on Social Work Practice","2009",2,"2"
16458,"Research on Social Work Practice","2009",4,"4+"
16459,"Research on Social Work Practice","2009",1,"1"
16460,"Research on Social Work Practice","2009",3,"3"
16461,"Research on Social Work Practice","2009",3,"3"
16462,"Research on Social Work Practice","2009",2,"2"
16463,"Research on Social Work Practice","2009",5,"4+"
16511,"Research on Social Work Practice","2009",1,"1"
16512,"Research on Social Work Practice","2009",3,"3"
16513,"Research on Social Work Practice","2009",3,"3"
16514,"Research on Social Work Practice","2009",2,"2"
16515,"Research on Social Work Practice","2009",1,"1"
16516,"Research on Social Work Practice","2009",4,"4+"
16517,"Research on Social Work Practice","2009",2,"2"
16518,"Research on Social Work Practice","2009",9,"4+"
16967,"Research on Social Work Practice","2009",2,"2"
16968,"Research on Social Work Practice","2009",2,"2"
16969,"Research on Social Work Practice","2009",2,"2"
16970,"Research on Social Work Practice","2009",1,"1"
16971,"Research on Social Work Practice","2009",5,"4+"
16972,"Research on Social Work Practice","2009",2,"2"
16973,"Research on Social Work Practice","2009",2,"2"
16974,"Research on Social Work Practice","2009",3,"3"
16975,"Research on Social Work Practice","2009",3,"3"
16976,"Research on Social Work Practice","2009",1,"1"
31345,"Research on Social Work Practice","2009",3,"3"
32023,"Research on Social Work Practice","2009",1,"1"
34182,"Research on Social Work Practice","2009",1,"1"
34183,"Research on Social Work Practice","2009",1,"1"
34184,"Research on Social Work Practice","2009",2,"2"
34185,"Research on Social Work Practice","2009",1,"1"
48044,"Research on Social Work Practice","2009",1,"1"
48243,"Research on Social Work Practice","2009",6,"4+"
48258,"Research on Social Work Practice","2009",3,"3"
14506,"Research on Social Work Practice","2010",2,"2"
14507,"Research on Social Work Practice","2010",4,"4+"
14508,"Research on Social Work Practice","2010",1,"1"
14509,"Research on Social Work Practice","2010",5,"4+"
14510,"Research on Social Work Practice","2010",3,"3"
14511,"Research on Social Work Practice","2010",2,"2"
14512,"Research on Social Work Practice","2010",1,"1"
14513,"Research on Social Work Practice","2010",3,"3"
14514,"Research on Social Work Practice","2010",1,"1"
14515,"Research on Social Work Practice","2010",2,"2"
14516,"Research on Social Work Practice","2010",4,"4+"
14517,"Research on Social Work Practice","2010",3,"3"
14518,"Research on Social Work Practice","2010",1,"1"
14519,"Research on Social Work Practice","2010",3,"3"
14520,"Research on Social Work Practice","2010",1,"1"
14521,"Research on Social Work Practice","2010",3,"3"
14522,"Research on Social Work Practice","2010",1,"1"
14746,"Research on Social Work Practice","2010",1,"1"
14747,"Research on Social Work Practice","2010",3,"3"
14748,"Research on Social Work Practice","2010",3,"3"
14749,"Research on Social Work Practice","2010",5,"4+"
14750,"Research on Social Work Practice","2010",2,"2"
14751,"Research on Social Work Practice","2010",3,"3"
14752,"Research on Social Work Practice","2010",2,"2"
14753,"Research on Social Work Practice","2010",9,"4+"
14754,"Research on Social Work Practice","2010",3,"3"
14755,"Research on Social Work Practice","2010",2,"2"
14806,"Research on Social Work Practice","2010",2,"2"
14807,"Research on Social Work Practice","2010",2,"2"
14808,"Research on Social Work Practice","2010",2,"2"
14809,"Research on Social Work Practice","2010",4,"4+"
14810,"Research on Social Work Practice","2010",3,"3"
14811,"Research on Social Work Practice","2010",2,"2"
14812,"Research on Social Work Practice","2010",5,"4+"
14813,"Research on Social Work Practice","2010",1,"1"
15195,"Research on Social Work Practice","2010",1,"1"
15196,"Research on Social Work Practice","2010",1,"1"
15197,"Research on Social Work Practice","2010",1,"1"
15198,"Research on Social Work Practice","2010",2,"2"
15199,"Research on Social Work Practice","2010",4,"4+"
15200,"Research on Social Work Practice","2010",2,"2"
15201,"Research on Social Work Practice","2010",5,"4+"
15411,"Research on Social Work Practice","2010",4,"4+"
15412,"Research on Social Work Practice","2010",2,"2"
15413,"Research on Social Work Practice","2010",2,"2"
15414,"Research on Social Work Practice","2010",2,"2"
15415,"Research on Social Work Practice","2010",5,"4+"
15416,"Research on Social Work Practice","2010",3,"3"
15417,"Research on Social Work Practice","2010",4,"4+"
15418,"Research on Social Work Practice","2010",3,"3"
15419,"Research on Social Work Practice","2010",5,"4+"
15707,"Research on Social Work Practice","2010",2,"2"
15708,"Research on Social Work Practice","2010",1,"1"
15709,"Research on Social Work Practice","2010",3,"3"
15710,"Research on Social Work Practice","2010",4,"4+"
15711,"Research on Social Work Practice","2010",5,"4+"
15712,"Research on Social Work Practice","2010",4,"4+"
15713,"Research on Social Work Practice","2010",3,"3"
15714,"Research on Social Work Practice","2010",4,"4+"
16439,"Research on Social Work Practice","2010",1,"1"
31253,"Research on Social Work Practice","2010",1,"1"
12902,"Research on Social Work Practice","2011",2,"2"
12903,"Research on Social Work Practice","2011",4,"4+"
12904,"Research on Social Work Practice","2011",2,"2"
12905,"Research on Social Work Practice","2011",6,"4+"
12906,"Research on Social Work Practice","2011",2,"2"
12907,"Research on Social Work Practice","2011",1,"1"
12908,"Research on Social Work Practice","2011",7,"4+"
12909,"Research on Social Work Practice","2011",1,"1"
12910,"Research on Social Work Practice","2011",2,"2"
12911,"Research on Social Work Practice","2011",1,"1"
12912,"Research on Social Work Practice","2011",6,"4+"
12949,"Research on Social Work Practice","2011",2,"2"
13112,"Research on Social Work Practice","2011",3,"3"
13113,"Research on Social Work Practice","2011",6,"4+"
13114,"Research on Social Work Practice","2011",2,"2"
