"","articleID","n_authors","coauthored","journal","hindex","pub_year","page_count","year0","year1","year2","year3","year4","year5","total_cites","quartile","pubMed","psycINFO"
"2326",2326,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,10,0,0,5,1,1,2,9,1,0,1
"2327",2327,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,8,0,0,2,2,0,3,7,1,0,1
"2328",2328,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,6,0,1,1,0,1,1,4,2,0,1
"2329",2329,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,14,2,4,6,6,7,11,36,1,0,1
"2330",2330,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,7,0,1,2,5,7,2,17,1,0,1
"2331",2331,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,10,0,0,1,0,0,0,1,4,0,1
"2332",2332,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,10,0,1,0,0,0,2,3,3,0,1
"2333",2333,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,15,0,1,0,2,0,3,6,1,0,1
"2334",2334,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,9,0,0,0,1,0,3,4,2,0,1
"2335",2335,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,9,0,1,3,0,1,2,7,1,0,1
"2336",2336,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,11,0,0,1,0,1,2,4,2,0,1
"2337",2337,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,8,0,1,0,0,0,0,1,4,0,1
"2338",2338,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,13,0,1,0,0,2,0,3,3,0,1
"2339",2339,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,11,0,0,0,0,0,1,1,4,0,1
"2340",2340,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,12,0,0,6,4,1,2,13,1,0,1
"2341",2341,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,14,0,0,4,2,2,5,13,1,0,1
"2342",2342,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,8,0,0,1,1,0,2,4,2,0,1
"2343",2343,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,13,0,1,1,7,4,0,13,1,0,1
"2344",2344,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,7,0,1,1,4,3,0,9,1,0,1
"2345",2345,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,7,0,1,0,0,0,0,1,4,0,1
"2346",2346,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,8,1,0,1,2,0,0,4,2,0,1
"2347",2347,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,12,0,0,1,5,2,6,14,1,0,1
"2348",2348,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,10,0,0,3,0,5,2,10,1,0,1
"2349",2349,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,10,0,1,1,1,2,2,7,1,0,1
"2350",2350,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,11,0,0,0,0,0,2,2,3,0,1
"2351",2351,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,10,0,0,0,0,0,0,0,4,0,1
"2352",2352,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,11,0,0,1,1,2,1,5,2,0,1
"2353",2353,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,9,0,0,0,0,2,0,2,3,0,1
"2354",2354,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,10,0,0,0,1,1,0,2,3,0,1
"2355",2355,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,9,0,0,1,0,0,0,1,4,0,1
"2356",2356,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,14,1,1,4,1,1,0,8,1,0,1
"2357",2357,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,12,0,0,0,1,0,1,2,3,0,1
"2358",2358,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,1,0,0,0,0,0,1,4,0,1
"2359",2359,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,2,2,5,1,2,12,1,0,1
"2360",2360,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,0,1,6,3,3,4,17,1,0,1
"2361",2361,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,14,0,2,5,3,0,3,13,1,0,1
"2362",2362,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,6,0,1,0,1,0,1,3,3,0,1
"2363",2363,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,0,0,2,3,3,8,1,0,1
"2364",2364,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,1,3,1,4,3,2,14,1,0,1
"2365",2365,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,8,2,2,3,0,2,2,11,1,0,1
"2366",2366,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,3,0,0,1,0,0,1,2,3,0,1
"2367",2367,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,0,1,1,1,1,0,4,2,0,1
"2368",2368,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,4,0,0,1,0,1,0,2,3,0,1
"2369",2369,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,4,0,1,1,0,0,2,4,2,0,1
"2370",2370,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,5,0,0,1,0,0,2,3,3,0,1
"2371",2371,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,13,0,1,2,5,3,0,11,1,0,1
"2372",2372,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,14,1,1,0,1,2,1,6,1,0,1
"2373",2373,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,16,1,5,1,2,2,0,11,1,0,1
"2374",2374,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,0,3,4,2,8,17,1,0,1
"2375",2375,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,9,0,0,0,0,2,1,3,3,0,1
"2376",2376,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,7,0,0,0,1,1,0,2,3,0,1
"2377",2377,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,13,0,1,0,1,0,0,2,3,0,1
"2378",2378,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,5,0,2,0,0,0,0,2,3,0,1
"2379",2379,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,12,0,0,0,0,0,1,1,4,0,1
"2380",2380,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,0,0,0,0,1,1,4,0,1
"2381",2381,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,0,0,0,0,1,1,4,0,1
"2382",2382,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,13,0,0,1,0,2,2,5,2,0,1
"2383",2383,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,1,2,2,7,4,7,23,1,0,1
"2384",2384,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,0,1,1,0,2,0,4,2,0,1
"2385",2385,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,15,0,1,4,3,0,3,11,1,0,1
"2386",2386,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,1,1,0,0,0,1,3,3,0,1
"2387",2387,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,8,0,1,0,1,0,0,2,3,0,1
"2388",2388,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,7,0,1,0,0,0,0,1,4,0,1
"2389",2389,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,12,0,0,0,1,2,1,4,2,0,1
"2390",2390,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,12,0,1,0,0,1,1,3,3,0,1
"2391",2391,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,16,0,0,0,0,0,1,1,4,0,1
"2392",2392,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,1,0,3,1,1,3,9,1,0,1
"2393",2393,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,12,0,0,0,0,0,0,0,4,0,1
"2394",2394,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,14,0,0,0,0,0,0,0,4,0,1
"2395",2395,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,4,0,0,1,0,1,2,4,2,0,1
"2396",2396,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,8,0,1,0,0,1,0,2,3,0,1
"2397",2397,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,7,0,0,0,3,2,0,5,2,0,1
"2398",2398,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,12,0,2,7,3,9,9,30,1,0,1
"2399",2399,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,16,0,0,10,12,9,10,41,1,0,1
"2400",2400,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,12,0,1,3,5,3,3,15,1,0,1
"2401",2401,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,4,7,29,28,36,104,1,0,1
"2402",2402,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,0,0,5,3,1,1,10,1,0,1
"2403",2403,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,8,0,0,8,3,4,7,22,1,0,1
"2404",2404,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,9,0,1,2,3,2,3,11,1,0,1
"2405",2405,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,13,0,2,6,4,6,10,28,1,0,1
"2406",2406,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,1,5,2,2,3,13,1,0,1
"2407",2407,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,3,5,2,0,2,12,1,0,1
"2408",2408,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,0,2,7,2,7,2,20,1,0,1
"2409",2409,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,15,0,0,4,4,5,7,20,1,0,1
"2410",2410,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,0,0,0,0,0,0,0,4,0,1
"2411",2411,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,14,0,0,0,1,0,0,1,4,0,1
"2412",2412,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,0,0,0,3,2,0,5,2,0,1
"2413",2413,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,8,0,0,0,2,4,1,7,1,0,1
"2414",2414,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,8,0,0,0,1,0,1,2,3,0,1
"2415",2415,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,11,0,1,0,1,0,3,5,2,0,1
"2416",2416,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,10,0,1,0,0,1,1,3,3,0,1
"2417",2417,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,7,0,0,5,3,0,0,8,1,0,1
"2418",2418,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,8,0,0,1,1,1,1,4,2,0,1
"2419",2419,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,12,0,0,2,1,0,0,3,3,0,1
"2420",2420,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,12,0,0,0,0,2,0,2,3,0,1
"2421",2421,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,19,0,0,0,0,0,0,0,4,0,1
"2422",2422,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,17,0,0,0,1,0,0,1,4,0,1
"2423",2423,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,22,0,0,0,1,0,0,1,4,0,1
"2424",2424,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,18,0,0,0,0,0,0,0,4,0,1
"2425",2425,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,18,0,0,0,0,0,0,0,4,0,1
"2426",2426,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,26,0,0,0,0,0,0,0,4,0,1
"2427",2427,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,19,0,1,0,0,1,0,2,3,0,1
"2428",2428,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,26,0,0,1,0,0,0,1,4,0,1
"2429",2429,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,16,0,0,0,0,0,0,0,4,0,1
"2430",2430,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,NA,0,0,0,0,0,0,0,4,0,1
"2431",2431,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,22,0,0,0,0,0,0,0,4,0,1
"2432",2432,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,30,0,1,0,0,0,0,1,4,0,1
"2433",2433,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,16,0,0,0,0,0,0,0,4,0,1
"2434",2434,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,11,0,0,0,1,0,1,2,3,0,1
"2435",2435,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,18,0,0,0,0,0,0,0,4,0,1
"2436",2436,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,16,0,2,0,1,3,2,8,1,0,1
"2437",2437,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,13,0,0,1,0,1,0,2,3,0,1
"2438",2438,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,6,0,0,0,0,0,0,0,4,0,1
"2439",2439,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,6,0,0,0,0,0,0,0,4,0,1
"2440",2440,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,13,0,0,0,0,0,0,0,4,0,1
"2441",2441,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,9,0,0,0,0,0,0,0,4,0,1
"2442",2442,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,13,0,0,0,0,0,0,0,4,0,1
"2443",2443,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,17,0,0,0,0,0,0,0,4,0,1
"2444",2444,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,11,0,0,0,0,0,0,0,4,0,1
"2445",2445,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,13,0,0,0,0,0,0,0,4,0,1
"2446",2446,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,7,0,0,0,0,0,0,0,4,0,1
"2447",2447,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,16,0,0,0,0,0,0,0,4,0,1
"2448",2448,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,14,0,0,0,0,0,0,0,4,0,1
"2449",2449,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,4,0,0,0,0,0,0,0,4,0,1
"2450",2450,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,8,0,0,0,0,0,0,0,4,0,1
"2451",2451,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,26,0,0,0,0,0,1,1,4,0,1
"2452",2452,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,11,0,0,0,0,0,0,0,4,0,1
"2453",2453,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,4,0,0,0,0,0,0,0,4,0,1
"2454",2454,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,13,0,0,0,0,0,0,0,4,0,1
"2455",2455,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,9,0,0,0,0,0,0,0,4,0,1
"2456",2456,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,14,0,0,1,0,0,0,1,4,0,1
"2457",2457,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,10,0,0,0,0,4,1,5,2,0,1
"2458",2458,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,6,0,0,0,0,0,0,0,4,0,1
"2459",2459,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,6,0,0,0,0,0,0,0,4,0,1
"2460",2460,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,7,0,0,0,0,0,1,1,4,0,1
"2461",2461,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,11,0,0,0,0,0,0,0,4,0,1
"2462",2462,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,16,0,0,0,1,0,0,1,4,0,1
"2463",2463,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,18,0,0,0,0,0,0,0,4,0,1
"2464",2464,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,24,0,0,0,0,0,0,0,4,0,1
"2465",2465,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,22,0,0,0,0,0,0,0,4,0,1
"2466",2466,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,20,0,2,0,0,0,0,2,3,0,1
"2467",2467,3,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,22,0,0,0,0,0,0,0,4,0,1
"2468",2468,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,22,0,0,0,0,0,0,0,4,0,1
"2469",2469,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,21,0,0,0,0,0,0,0,4,0,1
"2470",2470,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,12,0,0,0,0,1,2,3,3,0,1
"2471",2471,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,21,0,0,0,0,0,0,0,4,0,1
"2472",2472,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,21,0,0,0,1,0,0,1,4,0,1
"2473",2473,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,24,0,0,1,1,0,0,2,3,0,1
"2474",2474,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,12,0,0,0,0,1,0,1,4,0,1
"2475",2475,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,NA,0,0,0,0,0,0,0,4,0,1
"2476",2476,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,20,0,0,0,0,0,0,0,4,0,1
"2477",2477,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,21,0,0,0,0,0,0,0,4,0,1
"2478",2478,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,29,0,0,0,1,0,1,2,3,0,1
"2479",2479,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,25,0,0,1,1,2,0,4,2,0,1
"2480",2480,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,16,0,0,1,0,0,0,1,4,0,1
"2481",2481,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,21,0,0,0,0,0,0,0,4,0,1
"2482",2482,3,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,11,0,0,0,0,0,0,0,4,0,1
"2483",2483,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,12,0,0,0,0,0,0,0,4,0,1
"2484",2484,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,14,0,0,0,0,1,0,1,4,0,1
"2485",2485,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,20,0,0,0,1,0,0,1,4,0,1
"2486",2486,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,16,0,0,0,1,0,0,1,4,0,1
"2487",2487,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,11,0,0,0,0,0,0,0,4,0,1
"2488",2488,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,19,0,0,0,0,0,0,0,4,0,1
"2489",2489,6,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,27,0,1,0,2,1,0,4,2,0,1
"2490",2490,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,23,0,0,0,0,0,1,1,4,0,1
"2491",2491,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,7,0,0,1,0,0,0,1,4,0,1
"2492",2492,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,9,0,0,0,0,1,0,1,4,0,1
"2493",2493,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,6,0,0,0,0,0,0,0,4,0,1
"2494",2494,5,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,17,0,0,0,0,0,0,0,4,0,1
"2495",2495,9,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,15,0,0,0,0,0,0,0,4,0,1
"2496",2496,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,14,0,0,0,0,1,0,1,4,0,1
"2497",2497,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,22,1,0,0,2,0,0,3,3,0,1
"2498",2498,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,14,0,1,0,0,0,0,1,4,0,1
"2499",2499,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,16,0,1,2,2,0,0,5,2,0,1
"2500",2500,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,20,0,0,1,0,2,1,4,2,0,1
"2501",2501,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,16,0,0,1,2,0,2,5,2,0,1
"2502",2502,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,20,0,0,2,1,1,0,4,2,0,1
"2503",2503,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,13,0,0,1,1,0,0,2,3,0,1
"2504",2504,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,16,0,0,1,0,2,5,8,1,0,1
"2505",2505,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,9,0,0,0,0,0,0,0,4,0,1
"2506",2506,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,24,0,0,1,2,1,0,4,2,0,1
"2507",2507,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,17,0,0,0,1,1,0,2,3,0,1
"2508",2508,4,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,41,0,0,0,0,1,1,2,3,0,1
"2509",2509,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,NA,0,0,1,0,1,1,3,3,0,1
"2510",2510,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,10,0,0,0,1,0,0,1,4,0,1
"2511",2511,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,11,0,0,0,0,0,1,1,4,0,1
"2512",2512,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,7,0,0,0,1,0,0,1,4,0,1
"2513",2513,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,21,0,0,0,0,0,0,0,4,0,1
"2514",2514,2,1,"SOCIAL SERVICE REVIEW",14,2005,27,0,0,0,0,0,1,1,4,0,1
"2515",2515,2,1,"SOCIAL SERVICE REVIEW",14,2005,35,0,1,0,1,0,1,3,3,0,1
"2516",2516,4,1,"SOCIAL SERVICE REVIEW",14,2005,39,0,0,3,0,0,1,4,2,0,1
"2517",2517,1,0,"SOCIAL SERVICE REVIEW",14,2005,23,0,0,1,1,1,2,5,2,0,1
"2518",2518,3,1,"SOCIAL SERVICE REVIEW",14,2005,22,0,2,2,1,4,5,14,1,0,1
"2519",2519,2,1,"SOCIAL SERVICE REVIEW",14,2005,30,1,0,1,3,2,1,8,1,0,1
"2520",2520,1,0,"SOCIAL SERVICE REVIEW",14,2005,26,0,1,5,1,2,5,14,1,0,1
"2521",2521,1,0,"SOCIAL SERVICE REVIEW",14,2005,26,0,0,1,0,0,0,1,4,0,1
"2522",2522,1,0,"SOCIAL SERVICE REVIEW",14,2005,22,0,0,0,0,2,0,2,3,0,1
"2523",2523,2,1,"SOCIAL SERVICE REVIEW",14,2005,25,0,1,2,4,2,3,12,1,0,1
"2524",2524,2,1,"SOCIAL SERVICE REVIEW",14,2005,24,0,1,2,1,1,3,8,1,0,1
"2525",2525,3,1,"SOCIAL SERVICE REVIEW",14,2005,28,0,0,1,4,0,1,6,1,0,1
"2526",2526,2,1,"SOCIAL SERVICE REVIEW",14,2005,26,0,1,0,4,4,5,14,1,0,1
"2527",2527,2,1,"SOCIAL SERVICE REVIEW",14,2005,25,0,0,0,2,0,1,3,3,0,1
"2528",2528,3,1,"SOCIAL SERVICE REVIEW",14,2005,26,0,2,3,3,2,5,15,1,0,1
"2529",2529,1,0,"SOCIAL SERVICE REVIEW",14,2005,22,0,0,1,1,2,1,5,2,0,1
"2530",2530,1,0,"SOCIAL SERVICE REVIEW",14,2005,29,0,0,0,1,1,3,5,2,0,1
"2531",2531,3,1,"SOCIAL SERVICE REVIEW",14,2005,36,0,0,2,1,4,1,8,1,0,1
"2532",2532,2,1,"SOCIAL SERVICE REVIEW",14,2005,37,0,0,1,1,0,1,3,3,0,1
"2533",2533,3,1,"SOCIAL SERVICE REVIEW",14,2006,23,0,0,0,0,0,1,1,4,0,1
"2534",2534,1,0,"SOCIAL SERVICE REVIEW",14,2006,41,0,4,0,0,0,2,6,1,0,1
"2535",2535,1,0,"SOCIAL SERVICE REVIEW",14,2006,27,0,0,0,0,0,0,0,4,0,1
"2536",2536,2,1,"SOCIAL SERVICE REVIEW",14,2006,35,1,1,2,3,5,3,15,1,0,1
"2537",2537,4,1,"SOCIAL SERVICE REVIEW",14,2006,33,0,1,0,1,3,1,6,1,0,1
"2538",2538,1,0,"SOCIAL SERVICE REVIEW",14,2006,21,0,0,0,1,0,0,1,4,0,1
"2539",2539,3,1,"SOCIAL SERVICE REVIEW",14,2006,22,1,1,0,1,3,2,8,1,0,1
"2540",2540,2,1,"SOCIAL SERVICE REVIEW",14,2006,26,0,0,0,1,3,1,5,2,0,1
"2541",2541,1,0,"SOCIAL SERVICE REVIEW",14,2006,33,0,0,1,1,0,0,2,3,0,1
"2542",2542,2,1,"SOCIAL SERVICE REVIEW",14,2006,25,0,3,8,3,4,6,24,1,0,1
"2543",2543,1,0,"SOCIAL SERVICE REVIEW",14,2006,24,0,0,1,1,0,0,2,3,0,1
"2544",2544,1,0,"SOCIAL SERVICE REVIEW",14,2006,22,0,0,0,3,3,2,8,1,0,1
"2545",2545,6,1,"SOCIAL SERVICE REVIEW",14,2006,21,0,2,1,4,6,3,16,1,0,1
