"articleID","title","authors","n_authors","coauthored","journal","hindex","pub_year","page_count","year0","year1","year2","year3","year4","year5","total_cites","quartile","indexed_pubMed","indexed_psycINFO","indexed_SWA","years_active","cited","authors_factor","database_factor"
2154,"Researcher Emotions: A Way Into The Experiences of Frail Older People","Nicholson, Caroline",1,0,"JOURNAL OF SOCIAL WORK PRACTICE",7,2009,9,0,0,0,1,2,0,3,3,0,1,0,33,1,"1","1"
2155,"Applying the 'Experience-Near' Principle To Research: Psychoanalytically Informed Methods","Hollway, Wendy",1,0,"JOURNAL OF SOCIAL WORK PRACTICE",7,2009,14,0,0,0,1,1,0,2,3,0,1,0,33,1,"1","1"
2156,"Recovery From Mental Health Problems: Scratching The Surface Without Ethnography","Pilgrim, David",1,0,"JOURNAL OF SOCIAL WORK PRACTICE",7,2009,13,0,0,1,2,1,1,5,2,0,1,0,33,1,"1","1"
2157,"A comparison of two group interventions for adolescent aggression: High process versus low process","Martsch, MD",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,11,0,0,3,0,0,2,5,2,0,1,0,25,1,"1","1"
2158,"Do batterer intervention programs serve African American and Caucasian batterers equally well? An investigation of a 26-week program","Buttell, FP; Carney, MA",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,10,0,2,1,1,1,1,6,1,0,1,0,25,1,"2","1"
2159,"Using a collaboratory model to translate social work research into practice and policy","Allen-Meares, P; Hudgins, CA; Engberg, ME; Lessnau, B",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,12,0,1,0,1,0,1,3,3,0,1,0,25,1,"4+","1"
2160,"Validity of the draw-a-person: Screening procedure for emotional disturbance (DAP : SPED) in strengths-based assessment","Matto, HC; Naglieri, JA; Clausen, C",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,6,0,0,2,1,0,0,3,3,0,1,0,25,1,"3","1"
2161,"The national science foundation: Funding opportunities for social workers","Jaskyte, K",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,5,0,0,0,0,0,0,0,4,0,1,0,25,0,"1","1"
2162,"The four cornerstones of evidence-based practice in social work","Gilgun, JE",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,10,2,6,4,0,8,3,23,1,0,1,0,25,1,"1","1"
2163,"Measuring client engagement from the client's perspective in nonvoluntary child protective services","Yatchmenoff, DK",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,13,0,1,4,6,3,4,18,1,0,1,0,25,1,"1","1"
2164,"A cross-ethnic validity study of the Shortform Assessment for Children (SAC)","Tyson, EH; Glisson, C",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,13,0,3,0,0,0,0,3,3,0,1,0,25,1,"2","1"
2165,"Assessment of youthful problem drinkers: Validating the drinking context scale (DCS-9) with freshman first offenders","O'Hare, T; Sherrer, MV",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,8,0,0,1,0,1,1,3,3,0,1,0,25,1,"2","1"
2166,"Validation of the interpersonal reactivity index in a Chinese context","Siu, AMH; Shek, DTL",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,9,0,0,3,2,2,3,10,1,0,1,0,25,1,"2","1"
2167,"Franklin Benjamin Sanborn: Human services innovator","Chaiklin, H",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,8,0,0,0,1,0,0,1,4,0,1,0,25,1,"1","1"
2168,"Examining the impact of the family violence option on women's efforts to leave welfare","Hetling, A; Born, CE",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,11,0,0,2,2,0,0,4,2,0,1,0,25,1,"2","1"
2169,"Improving older adults' functional ability through service use in a home care program in Hong Kong","Cheung, CK; Ngan, RMH",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,11,0,0,1,0,0,0,1,4,0,1,0,25,1,"2","1"
2170,"Students' evidence-based practice intervention for children with oppositional defiant disorder","Ronen, T",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,15,0,0,2,0,1,4,7,1,0,1,0,25,1,"1","1"
2171,"Evaluation of evaluation studies using qualitative research methods in the social work literature (1990-2003): Evidence that constitutes a wake-up call","Shek, DTL; Tang, VMY; Han, XY",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,15,0,5,6,16,8,16,51,1,0,1,0,25,1,"3","1"
2172,"Use of the child behavior checklist as a diagnostic screening tool in community mental health","Rishel, CW; Greeno, C; Marcus, SC; Shear, MK; Anderson, C",5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,9,0,1,1,1,2,2,7,1,0,1,0,25,1,"4+","1"
2173,"The Caregiver role identity scale - A validation study","Siebert, DC; Siebert, CF",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,9,0,0,2,1,0,0,3,3,0,1,0,25,1,"2","1"
2174,"The education participation scale-modiried: Evaluating a measure of continuing education","Dia, D; Smith, CA; Cohen-Callow, A; Bliss, DL",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,10,0,0,0,0,1,0,1,4,0,1,0,25,1,"4+","1"
2175,"Empirically supported family and peer interventions for dual disorders","Moore, B",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,15,0,0,0,1,1,0,2,3,0,1,0,25,1,"1","1"
2176,"Prevention of child abuse and neglect: An evaluation of a home visitation parent aide program using recidivism data","Harder, J",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,11,1,0,2,0,3,1,7,1,0,1,0,25,1,"1","1"
2177,"A comparative analysis of child welfare services through the eyes of African American, Caucasian, and Latino parents","Ayon, C; Lee, C",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,10,0,0,0,0,2,1,3,3,0,1,0,25,1,"2","1"
2178,"The role of organizational variables in predicting service effectiveness: An analysis of a multilevel model","Yoo, J; Brooks, D",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,11,0,1,0,3,3,4,11,1,0,1,0,25,1,"2","1"
2179,"A fidelity rating instrument for consumer-run drop-in centers (FRI-CRDI)","Mowbray, C; Holter, M; Stark, L; Pfeffer, C; Bybee, D",5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,13,0,1,0,0,1,0,2,3,0,1,0,25,1,"4+","1"
2180,"Measuring stigma in older and younger adults with HIV/AIDS: An analysis of an HIV stigma scale and initial exploration of subscales","Emlet, C",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,10,0,1,3,5,3,1,13,1,0,1,0,25,1,"1","1"
2181,"The NIHK-award: Funding opportunities for social work researchers","Holleran, L; Thompson, S",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,8,0,0,0,3,1,0,4,2,0,1,0,25,1,"2","1"
2182,"Strengthening families with first-born children: Exploratory story of the outcomes of a home visiting intervention","de la Rosa, IA; Perry, J; Dalton, LE; Johnson, V",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,16,0,0,1,0,1,1,3,3,0,1,0,25,1,"4+","1"
2183,"Child welfare and the courts: A statewide study with implications for professional development, practice, and change","Ellett, AJ; Steib, SD",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,14,0,0,0,2,1,1,4,2,0,1,0,25,1,"2","1"
2184,"Parent-training programs in child welfare services: Planning for a more evidence-based approach to serving biological parents","Barth, RP; Landsverk, J; Chamberlain, P; Reid, JB; Rolls, JA; Hurlburt, MS; Farmer, EMZ; James, S; Mccabe, KM; Kohl, PL",10,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,19,0,1,0,12,12,10,35,1,0,1,0,25,1,"4+","1"
2185,"Evaluation of Michigan's foster care case management system","Johnson, K; Wagner, D",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,9,0,0,1,0,1,0,2,3,0,1,0,25,1,"2","1"
2186,"Impact of flexible funds on placement and permanency outcomes for children in child welfare","Lehman, CM; Liang, S; O'Dell, K",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,8,0,0,1,0,0,1,2,3,0,1,0,25,1,"3","1"
2187,"Child maltreatment and the justice system: Predictors of court involvement","Sedlak, AJ; Doueck, HJ; Lyons, P; Wells, SJ; Schultz, D; Gragg, F",6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,15,0,0,0,1,2,0,3,3,0,1,0,25,1,"4+","1"
2188,"Reintegrating children into the system of substitute care: Evaluation of the exceptional care pilot project","Armour, MP; Schwab, J",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,14,0,0,1,0,0,0,1,4,0,1,0,25,1,"2","1"
2189,"Investigating the effectiveness of behavioral parent training with involuntary clients in child welfare settings","Smagner, JP; Sullivan, MH",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,9,1,0,1,1,1,0,4,2,0,1,1,25,1,"2","2"
2190,"Some pragmatics in the valid and reliable recording of directly observed behavior","Baer, DM; Harrison, R; Fradenburg, L; Petersen, D; Milla, S",5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,12,0,0,0,0,1,0,1,4,0,1,1,25,1,"4+","2"
2191,"Group treatment of separated parent and child interaction","Briggs, HE; Leary, JD; Briggs, AC; Cox, WH; Shibano, M",5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,10,0,0,1,0,0,0,1,4,0,1,1,25,1,"4+","2"
2192,"The African American adolescent respect scale: A measure of a prosocial attitude","Leary, JD; Brennan, EM; Briggs, HE",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,8,0,0,0,1,1,3,5,2,0,1,1,25,1,"3","2"
2193,"Reducing the digital divide for children in foster care: First-year evaluation of the building skills-building futures program","Finn, J; Kerman, B; LeCornec, J",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,11,0,0,1,1,0,0,2,3,0,1,1,25,1,"3","2"
2194,"Resident perceptions of housing, neighborhood, and economic conditions after relocation from public housing undergoing HOPE VI redevelopment","Brooks, F; Zugazaga, C; Wolk, J; Adams, MA",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,10,0,0,2,0,1,1,4,2,0,1,1,25,1,"4+","2"
2195,"Knowledge gaps among school staff and the role of high quality ecological assessments in schools","Bowen, NK; Powers, JD",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,10,0,1,0,0,0,0,1,4,1,1,1,25,1,"2","3"
2196,"Empowering high-risk families of children with disabilities","Farber, MLZ; Maharaj, R",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,15,0,0,1,1,1,0,3,3,0,1,1,25,1,"2","2"
2197,"Exploring out-of-home placement as a moderator of help-seeking behavior among adolescents who are high risk","Unrau, YA; Grinnell, RM",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,15,0,0,1,0,1,2,4,2,0,1,1,25,1,"2","2"
2198,"Assessment of the relationship between parenting stress and a child's ability to functionally communicate","Ello, LM; Donovan, SJ",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,14,0,0,0,3,0,1,4,2,0,1,1,25,1,"2","2"
2199,"Capacity-to-consent in psychiatric research: Development and preliminary testing of a screening tool","Zayas, LH; Cabassa, LJ; Perez, MC",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,12,0,0,3,2,10,5,20,1,0,1,1,25,1,"3","2"
2200,"Comparing sex offender risk classification using the Static-99 and LSI-R assessment instruments","Gentry, AL; Dulmus, CN; Theriot, MT",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,7,0,0,0,0,1,0,1,4,0,1,1,25,1,"3","2"
2201,"Life contentment and mental health care satisfaction","Prince, JD",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2005,4,0,0,0,0,0,0,0,4,0,1,1,25,0,"1","2"
2202,"Cost outcomes and social work practice","Rizzo, VM; Fortune, AE",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,4,0,0,1,0,1,0,2,3,0,1,0,25,1,"2","1"
2203,"The impact of a caregiver health education program on health care costs","Toseland, RW; Smith, TL",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,0,0,1,0,3,4,2,0,1,1,25,1,"2","2"
2204,"Long-term effects of outpatient geriatric evaluation and management on health care utilization, cost, and survival","Engelhardt, JB; Toseland, RW; Gao, J; Banks, S",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,8,0,1,1,0,0,0,2,3,0,1,1,25,1,"4+","2"
2205,"Cost-effectiveness in individual development accounts","Schreiner, M; Ng, GT; Sherraden, M",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,10,0,0,0,0,1,0,1,4,0,1,1,25,1,"3","2"
2206,"Cost-effectiveness of case management in substance abuse treatment","Saleh, SS; Vaughn, T; Levey, S; Fuortes, L; Uden-Holmen, T; Hall, JA",6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,10,0,0,1,0,1,0,2,3,0,1,1,25,1,"4+","2"
2207,"Treatment of heroin dependence: Effectiveness, costs, and benefits of methadone maintenance","Schilling, R; Dornig, K; Lungren, L",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,9,0,1,0,0,1,2,4,2,0,1,1,25,1,"3","2"
2208,"Efficiency of a care coordination model: A randomized study with stroke patients","Claiborne, N",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,10,0,1,0,0,1,0,2,3,0,1,1,25,1,"1","2"
2209,"Housing first services for people who are homeless with co-occurring serious mental illness and substance abuse","Padgett, DK; Gulcur, L; Tsemberis, S",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,10,1,4,5,5,9,11,35,1,0,1,1,25,1,"3","2"
2210,"Choosing outcome measures in systematic reviews: Critical challenges","Mullen, EJ",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,7,0,1,0,0,1,1,3,3,0,1,1,25,1,"1","2"
2211,"Treating depression during pregnancy and the postpartum: A preliminary meta-analysis","Bledsoe, SE; Grote, NK",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,12,0,1,6,6,6,3,22,1,0,1,1,25,1,"2","2"
2212,"A large sample evaluation of a court-mandated batterer intervention program: Investigating differential program effect for African American and Caucasian men","Buttell, FP; Carney, MM",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,0,2,2,1,1,6,1,0,1,1,25,1,"2","2"
2213,"The effectiveness of community practice interventions: A review of the literature","Ohmer, ML; Korr, WS",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,14,0,0,1,0,2,2,5,2,0,1,1,25,1,"2","2"
2214,"Psychodynamic psychotherapy: An effectiveness study","Roseborough, DJ",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,10,0,1,0,2,1,2,6,1,0,1,1,25,1,"1","2"
2215,"Reliability and validity of a Spanish version of the Posttraumatic Growth Inventory","Weiss, T; Berger, R",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,9,0,1,4,3,4,2,14,1,0,1,1,25,1,"2","2"
2216,"School-based prevalence assessment of the need for mental health services: Survey development and pilot study","Cohen, E; Angeles, J",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,0,0,0,0,1,1,4,0,1,1,25,1,"2","2"
2217,"Rap-music attitude and perception scale: A validation study","Tyson, EH",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,13,0,0,0,1,0,2,3,3,0,1,1,25,1,"1","2"
2218,"The art of evidence-based practice","Pollio, DE",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,9,0,2,2,2,1,4,11,1,0,1,1,25,1,"1","2"
2219,"Preventing child abuse: A meta-analysis of parent training programs","Lundahl, BW; Nimer, J; Parsons, B",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,12,0,3,6,10,15,10,44,1,0,1,1,25,1,"3","2"
2220,"Exploring the relevance of interpersonal dependency as a treatment issue in Batterer intervention","Carney, MM; Buttell, F",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,0,1,1,0,0,2,3,0,1,1,25,1,"2","2"
2221,"Therapeutic interventions for foster children: A systematic research synthesis","Craven, PA; Lee, RE",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,18,0,2,4,3,4,0,13,1,0,1,1,25,1,"2","2"
2222,"An exploratory study of the urban hassles index: A contextually relevant measure of chronic multidimensional urban stressors","Bennett, MD; Miller, DB",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,10,0,1,0,1,2,0,4,2,0,1,1,25,1,"2","2"
2223,"An examination of the factor structure for the youth self report on a multiethnic population","O'Keefe, M; Mennen, F; Lane, CJ",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,1,1,1,0,4,7,1,0,1,1,25,1,"3","2"
2224,"Validating the level of stability index for children","McMillan, JD; Abell, N",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,12,0,0,0,0,0,0,0,4,0,1,1,25,0,"2","2"
2225,"Evidence-based practice and policy: Choices ahead","Gambrill, E",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,20,0,12,10,11,8,11,52,1,0,1,1,25,1,"1","2"
2226,"ACORN's accelerated income redistribution project: A program evaluation","Brooks, F; Russell, D; Fisher, R",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,13,0,1,0,0,1,0,2,3,0,1,1,25,1,"3","2"
2227,"Assessment of perceived parental psychological control in Chinese adolescents in Hong Kong","Shek, DTL",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,10,0,3,4,1,0,1,9,1,0,1,1,25,1,"1","2"
2228,"Do social workers make better child welfare workers than non-social workers?","Perry, RE",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,14,5,0,2,6,0,1,14,1,0,1,1,25,1,"1","2"
2229,"A suggested authors' checklist for submitting manuscripts to research on social work practice","Holosko, MJ",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,6,0,0,2,2,1,0,5,2,0,1,1,25,1,"1","2"
2230,"Do Master's in social work programs teach empirically supported interventions? A survey of deans and directors","Woody, Jane D.; D'Souza, Henry J.; Dartman, Rebecca",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,4,0,0,0,1,5,2,0,1,1,25,1,"3","2"
2231,"The role of specialty mental health care in predicting child welfare and juvenile justice out-of-home placements","Glisson, Charles; Green, Philip",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,1,0,4,1,3,9,1,0,1,1,25,1,"2","2"
2232,"Evaluating the effectiveness of a Participatory Empowerment Group for Chinese type 2 diabetes patients","Lou, Vivian W. Q.; Zhang, Yiqi",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,9,0,0,0,1,0,0,1,4,0,1,1,25,1,"2","2"
2233,"The effect of cognitive behavioral therapy (CBT) on depression: The role of problem-solving appraisal","Chen, Szu-Yu; Jordan, Catheleen; Thompson, Sanna",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,0,1,1,2,1,5,2,0,1,1,25,1,"3","2"
2234,"Dependent youth in juvenile justice: Do Positive Peer Culture programs work for victims of child maltreatment?","Ryan, Joseph P.",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,9,0,1,5,0,0,4,10,1,0,1,1,25,1,"1","2"
2235,"A psychometric evaluation of the cultural Receptivity in Fostering Scale","Coakley, Tanya M.; Orme, John G.",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,14,0,0,0,3,1,2,6,1,0,1,1,25,1,"2","2"
2236,"The Institute for the Advancement of Social Work Research: Working to increase our practice and policy evidence base","Zlotnik, Joan Levy; Solt, Barbara E.",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,6,0,1,3,0,0,1,5,2,0,1,1,25,1,"2","2"
2237,"Parent involvement in treatment for ADHD: A meta-analysis of the published studies","Corcoran, Jacqueline; Dattalo, Patrick",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,10,0,0,0,1,1,0,2,3,0,1,1,25,1,"2","2"
2238,"An evaluation of a court-mandated batterer intervention program: Investigating differential program effect for African American and White women","Carney, Michelle Mohr; Buttell, Frederick P.",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,11,0,0,1,1,0,0,2,3,0,1,1,25,1,"2","2"
2239,"Comparing the effects of judicial versus child protective service relationships on parental attitudes in the juvenile dependency process","Ashford, Jose B.",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,9,0,0,2,1,1,0,4,2,0,1,1,25,1,"1","2"
2240,"Education and child welfare supervisor performance: Does a social work degree matter?","Perry, Robin E.",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,14,0,1,0,2,1,1,5,2,0,1,1,25,1,"1","2"
2241,"Using client satisfaction to improve case management services for the elderly","Hsieh, Chang-ming",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,8,0,0,1,2,1,0,4,2,0,1,1,25,1,"1","2"
2242,"Limitations of the Patient Health Questionnaire in identifying anxiety and depression in community mental health: Many cases are undetected","Eack, Shaun M.; Greeno, Catherine G.; Lee, Bong-Jae",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,7,0,1,1,1,0,1,4,2,1,1,1,25,1,"3","3"
2243,"Funding opportunities for social work doctoral students through the US Department of Housing and Urban Development","Grinstein-Weiss, Michal",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2006,6,0,0,0,2,0,0,2,3,0,1,1,25,1,"1","2"
2244,"Effectiveness of secondary pregnancy prevention programs: A meta-analysis","Corcoran, Jacqueline; Pillai, Vijayan K.",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,14,0,1,3,6,3,7,20,1,0,1,1,25,1,"2","2"
2245,"Therapeutic components and differential treatment outcomes among clients of Israeli services for substance abusers","Schiff, Miriam; Katz, Katalin",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,11,0,0,0,0,0,1,1,4,0,1,1,25,1,"2","2"
2246,"Role of self-determined goals in predicting recidivism in domestic violence offenders","Lee, Mo Yee; Uken, Adriana; Sebold, John",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,12,0,2,1,1,1,1,6,1,0,1,1,25,1,"3","2"
2247,"Program completion and re-arrest in a batterer intervention system","Bennett, Larry W.; Stoops, Charles; Call, Christine; Flett, Heather",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,13,0,1,1,7,5,6,20,1,0,1,1,25,1,"4+","2"
2248,"Problem-based learning in social work: A study of student learning outcomes","Pun Wong, Donna Kam; Bing Lam, Debbie Oi",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,11,0,0,4,3,0,1,8,1,0,1,1,25,1,"2","2"
2249,"Human caring in the social work context: Continued development and validation of a complex measure","Ellis, Jacquelyn I.; Ellett, Alberta J.; DeWeaver, Kevin",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,11,0,1,2,0,1,1,5,2,0,1,1,25,1,"3","2"
2250,"Measuring foster parent potential: Casey Foster Parent Inventory-Applicant Version","Orme, John G.; Cuddeback, Gary S.; Buehler, Cheryl; Cox, Mary Ellen; Le Prohn, Nicole S.",5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,16,0,1,1,0,2,0,4,2,0,1,1,25,1,"4+","2"
2251,"Measuring foster parent potential: Casey Foster Applicant Inventory-Worker Version (CFAI-W)","Cuddeback, Gary S.; Buehler, Cheryl; Orme, John G.; Le Prohn, Nicole S.",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,17,0,1,0,0,0,0,1,4,0,1,1,25,1,"4+","2"
2252,"Views of evidence-based practice among faculty in master of social work programs: A national survey","Rubin, Allen; Parrish, Danielle",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,13,7,3,4,4,9,3,30,1,0,1,1,25,1,"2","2"
2253,"Translational science at the National Institute of Mental Health: Can social work take its rightful place?","Brekke, John S.; Ell, Kathleen; Palinkas, Lawrence A.",3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,11,0,4,8,7,5,7,31,1,0,1,1,25,1,"3","2"
2254,"Building evidence: What it takes and what it yields","Gueron, Judith M.",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,9,0,2,0,1,0,0,3,3,0,1,1,25,1,"1","2"
2255,"Applying research to making life-affecting judgments and decisions","Gibbs, Leonard",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,8,0,1,2,2,2,0,7,1,0,1,1,25,1,"1","2"
2256,"Religion, job readiness, and employment outcomes: The case of Latter-Day Saint employment resource services","Bartkowski, John P.; Call, Vaughn R. A.; Heaton, Tim B.; Forste, Renata",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,11,0,0,0,0,0,0,0,4,0,1,1,25,0,"4+","2"
2257,"Evaluating the capacity of faith-based programs in Colorado","Leake, Robin; Green, Sheridan; Marquez, Christine; Vanderburg, Janine; Guillaume, Sara; Gardner, Veronica A.",6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,13,0,0,0,0,0,1,1,4,0,1,1,25,1,"4+","2"
2258,"Evaluation of a faith-based culturally relevant program for African American substance users at risk for HIV in the southern United States","MacMaster, Samuel A.; Jones, Jenny L.; Rasch, Randolph E. R.; Crawford, Sharon L.; Thompson, Stephanie; Sanders, Edwin C., II",6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,10,0,1,1,4,2,2,10,1,0,1,1,25,1,"4+","2"
2259,"Spiritual involvement as a predictor to completing a salvation army substance abuse treatment program","Wolf-Branigin, Michael; Duke, Jerry",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,7,0,0,0,1,1,0,2,3,0,1,1,25,1,"2","2"
2260,"Youth at risk for truancy detour into a faith-based education program: Their perceptions of the program and its impact","Sinha, Jill Witmer",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,12,0,1,0,0,2,1,4,2,0,1,1,25,1,"1","2"
2261,"From fear to faith: Efficacy of trauma assessment training for New York-Based Southern Baptist Church groups","Suite, Derek H.; Rollin, Stephen A.; Bowman, J. C.; La Bril, Robert D.",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,6,0,0,0,0,0,0,0,4,0,1,1,25,0,"4+","2"
2262,"Outcomes evaluation in faith-based social services: Are we evaluating faith accurately?","Ferguson, Kristin M.; Wu, Qiaobing; Spruijt-Metz, Donna; Dyrness, Grace",4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,13,0,1,0,0,1,0,2,3,0,1,1,25,1,"4+","2"
2263,"Understanding causes of and responses to intimate partner violence in a Jewish Orthodox community: Survivors' and leaders' perspectives","Ringel, Shoshana; Bina, Rena",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,10,0,1,1,0,1,1,4,2,0,1,1,25,1,"2","2"
2264,"The spiritual competence scale: A new instrument for assessing spiritual competence at the programmatic level","Hodge, David R.",1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,9,0,0,0,1,0,2,3,3,0,1,0,25,1,"1","1"
2265,"Developing spiritual lifemaps as a culture-centered pictorial instrument for spiritual assessments with Native American clients","Limb, Gordon E.; Hodge, David R.",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,9,0,0,0,3,2,0,5,2,0,1,1,25,1,"2","2"
2266,"Comparing relaxation training and cognitive-behavioral group therapy for women with breast cancer","Cohen, Miri; Fried, Georgeta",2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2007,11,1,0,4,6,2,5,18,1,0,1,1,25,1,"2","2"
