"","articleID","n_authors","coauthored","journal","hindex","pub_year","year1","year2","year3","year4","year5","total_cites","quartile"
"2308",2569,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,3,2,0,0,1,6,1
"2309",2570,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,4,2,2,8,1
"2310",2571,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,3,3,4,9,9,28,1
"2311",2572,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,2,9,4,7,6,28,1
"2312",2573,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,1,1,1,0,3,2
"2313",2574,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,0,0,0,0,4
"2314",2575,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,1,3,2,1,8,1
"2315",2576,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,4,1,1,3,9,1
"2316",2577,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,2,0,1,1,5,2
"2317",2578,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,0,3,2,5,2
"2318",2579,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,2,0,3,3,4,12,1
"2319",2580,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,2,0,0,2,3
"2320",2581,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,1,2,4,2,10,1
"2321",2582,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,4,4,4,2,15,1
"2322",2583,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,2,1,1,1,5,2
"2323",2584,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,1,2,1,2,7,1
"2324",2585,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,6,4,3,10,24,1
"2325",2586,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,2,2,7,1,1,13,1
"2326",2587,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,5,1,1,2,9,1
"2327",2588,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,2,2,0,3,7,1
"2328",2589,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,1,0,1,1,4,2
"2329",2590,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,4,6,6,7,11,34,1
"2330",2591,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,2,5,7,2,17,1
"2331",2592,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,1,0,0,0,1,4
"2332",2593,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,0,0,0,2,3,2
"2333",2594,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,0,2,0,3,6,1
"2334",2595,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,1,0,3,4,2
"2335",2596,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,3,0,1,2,7,1
"2336",2597,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,1,0,1,2,4,2
"2337",2598,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,0,0,0,0,1,4
"2338",2599,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,0,0,2,0,3,2
"2339",2600,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,0,0,1,1,4
"2340",2601,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,6,4,1,2,13,1
"2341",2602,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,4,2,2,5,13,1
"2342",2603,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,1,1,0,2,4,2
"2343",2604,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,1,7,4,0,13,1
"2344",2605,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,1,4,3,0,9,1
"2345",2606,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,0,0,0,0,1,4
"2346",2607,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,1,2,0,0,3,2
"2347",2608,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,1,5,2,6,14,1
"2348",2609,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,3,0,5,2,10,1
"2349",2610,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,1,1,1,2,2,7,1
"2350",2611,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,0,0,2,2,3
"2351",2612,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,0,0,0,0,4
"2352",2613,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,1,1,2,1,5,2
"2353",2614,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,0,2,0,2,3
"2354",2615,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,0,1,1,0,2,3
"2355",2616,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2008,0,1,0,0,0,1,4
"2356",2617,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,4,1,1,0,7,1
"2357",2618,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,1,0,1,2,3
"2358",2619,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,0,0,0,4
"2359",2620,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,2,5,1,2,12,1
"2360",2621,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,6,3,3,4,17,1
"2361",2622,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,5,3,0,3,13,1
"2362",2623,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,1,0,1,3,2
"2363",2624,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,2,3,3,8,1
"2364",2625,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,3,1,4,3,2,13,1
"2365",2626,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,3,0,2,2,9,1
"2366",2627,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,1,0,0,1,2,3
"2367",2628,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,1,1,1,0,4,2
"2368",2629,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,1,0,1,0,2,3
"2369",2630,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,1,0,0,2,4,2
"2370",2631,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,1,0,0,2,3,2
"2371",2632,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,2,5,3,0,11,1
"2372",2633,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,1,2,1,5,2
"2373",2634,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,5,1,2,2,0,10,1
"2374",2635,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,3,4,2,8,17,1
"2375",2636,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,2,1,3,2
"2376",2637,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,1,1,0,2,3
"2377",2638,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,1,0,0,2,3
"2378",2639,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,0,0,0,0,2,3
"2379",2640,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,0,1,1,4
"2380",2641,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,0,1,1,4
"2381",2642,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,0,1,1,4
"2382",2643,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,1,0,2,2,5,2
"2383",2644,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,2,7,4,7,22,1
"2384",2645,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,1,0,2,0,4,2
"2385",2646,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,4,3,0,3,11,1
"2386",2647,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,0,0,1,2,3
"2387",2648,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,1,0,0,2,3
"2388",2649,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,0,0,0,1,4
"2389",2650,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,1,2,1,4,2
"2390",2651,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,0,1,1,3,2
"2391",2652,7,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,0,1,1,4
"2392",2653,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,3,1,1,3,8,1
"2393",2654,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,0,0,0,4
"2394",2655,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,0,0,0,4
"2395",2656,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,1,0,1,2,4,2
"2396",2657,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,0,1,0,2,3
"2397",2658,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,3,2,0,5,2
"2398",2659,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,7,3,9,9,30,1
"2399",2660,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,10,12,9,10,41,1
"2400",2661,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,3,5,3,3,15,1
"2401",2662,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,4,7,29,28,36,104,1
"2402",2663,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,5,3,1,1,10,1
"2403",2664,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,8,3,4,7,22,1
"2404",2665,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,2,3,2,3,11,1
"2405",2666,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,6,4,6,10,28,1
"2406",2667,4,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,5,2,2,3,13,1
"2407",2668,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,3,5,2,0,2,12,1
"2408",2669,6,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,2,7,2,7,2,20,1
"2409",2670,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,4,4,5,7,20,1
"2410",2671,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,0,0,0,0,4
"2411",2672,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,1,0,0,1,4
"2412",2673,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,3,2,0,5,2
"2413",2674,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,2,4,1,7,1
"2414",2675,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,0,1,0,1,2,3
"2415",2676,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,1,0,3,5,2
"2416",2677,2,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,1,0,0,1,1,3,2
"2417",2678,5,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,5,3,0,0,8,1
"2418",2679,1,0,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,1,1,1,1,4,2
"2419",2680,3,1,"RESEARCH ON SOCIAL WORK PRACTICE",20,2009,0,2,1,0,0,3,2
"2420",2681,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,2,0,2,3
"2421",2682,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2422",2683,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,1,0,0,1,4
"2423",2684,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,1,0,0,1,4
"2424",2685,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2425",2686,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2426",2687,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2427",2688,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,1,0,0,1,0,2,3
"2428",2689,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,1,0,0,0,1,4
"2429",2690,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2430",2691,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2431",2692,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2432",2693,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,1,0,0,0,0,1,4
"2433",2694,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2434",2695,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,1,0,1,2,3
"2435",2696,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2005,0,0,0,0,0,0,4
"2436",2697,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,2,0,1,3,2,8,1
"2437",2698,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,1,0,1,0,2,3
"2438",2699,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2439",2700,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2440",2701,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2441",2702,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2442",2703,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2443",2704,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2444",2705,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2445",2706,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2446",2707,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2447",2708,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2448",2709,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2449",2710,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2450",2711,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2451",2712,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,1,1,4
"2452",2713,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2453",2714,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2454",2715,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2455",2716,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2456",2717,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,1,0,0,0,1,4
"2457",2718,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,4,1,5,2
"2458",2719,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2459",2720,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2460",2721,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,1,1,4
"2461",2722,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,0,0,0,0,4
"2462",2723,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2006,0,0,1,0,0,1,4
"2463",2724,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,0,0,0,4
"2464",2725,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,0,0,0,4
"2465",2726,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,0,0,0,4
"2466",2727,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,2,0,0,0,0,2,3
"2467",2728,3,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,0,0,0,4
"2468",2729,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,0,0,0,4
"2469",2730,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,0,0,0,4
"2470",2731,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,1,2,3,2
"2471",2732,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,0,0,0,4
"2472",2733,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,1,0,0,1,4
"2473",2734,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,1,1,0,0,2,3
"2474",2735,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,1,0,1,4
"2475",2736,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2007,0,0,0,0,0,0,4
"2476",2737,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,0,0,4
"2477",2738,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,0,0,4
"2478",2739,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,1,0,1,2,3
"2479",2740,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,1,1,2,0,4,2
"2480",2741,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,1,0,0,0,1,4
"2481",2742,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,0,0,4
"2482",2743,3,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,0,0,4
"2483",2744,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,0,0,4
"2484",2745,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,1,0,1,4
"2485",2746,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,1,0,0,1,4
"2486",2747,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,1,0,0,1,4
"2487",2748,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,0,0,4
"2488",2749,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,0,0,4
"2489",2750,6,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,1,0,2,1,0,4,2
"2490",2751,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,1,1,4
"2491",2752,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,1,0,0,0,1,4
"2492",2753,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,1,0,1,4
"2493",2754,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2008,0,0,0,0,0,0,4
"2494",2755,5,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,0,0,0,0,4
"2495",2756,9,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,0,0,0,0,4
"2496",2757,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,0,1,0,1,4
"2497",2758,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,2,0,0,2,3
"2498",2759,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,1,0,0,0,0,1,4
"2499",2760,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,1,2,2,0,0,5,2
"2500",2761,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,1,0,2,1,4,2
"2501",2762,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,1,2,0,2,5,2
"2502",2763,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,2,1,1,0,4,2
"2503",2764,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,1,1,0,0,2,3
"2504",2765,2,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,1,0,2,5,8,1
"2505",2766,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,0,0,0,0,4
"2506",2767,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,1,2,1,0,4,2
"2507",2768,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,1,1,0,2,3
"2508",2769,4,1,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,0,1,1,2,3
"2509",2770,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,1,0,1,1,3,2
"2510",2771,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,1,0,0,1,4
"2511",2772,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,0,0,1,1,4
"2512",2773,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,1,0,0,1,4
"2513",2774,1,0,"SMITH COLLEGE STUDIES IN SOCIAL WORK",5,2009,0,0,0,0,0,0,4
"2514",2775,2,1,"SOCIAL SERVICE REVIEW",14,2005,0,0,0,0,1,1,4
"2515",2776,2,1,"SOCIAL SERVICE REVIEW",14,2005,1,0,1,0,1,3,2
"2516",2777,4,1,"SOCIAL SERVICE REVIEW",14,2005,0,3,0,0,1,4,2
"2517",2778,1,0,"SOCIAL SERVICE REVIEW",14,2005,0,1,1,1,2,5,2
"2518",2779,3,1,"SOCIAL SERVICE REVIEW",14,2005,2,2,1,4,5,14,1
"2519",2780,2,1,"SOCIAL SERVICE REVIEW",14,2005,0,1,3,2,1,7,1
"2520",2781,1,0,"SOCIAL SERVICE REVIEW",14,2005,1,5,1,2,5,14,1
"2521",2782,1,0,"SOCIAL SERVICE REVIEW",14,2005,0,1,0,0,0,1,4
"2522",2783,1,0,"SOCIAL SERVICE REVIEW",14,2005,0,0,0,2,0,2,3
"2523",2784,2,1,"SOCIAL SERVICE REVIEW",14,2005,1,2,4,2,3,12,1
"2524",2785,2,1,"SOCIAL SERVICE REVIEW",14,2005,1,2,1,1,3,8,1
"2525",2786,3,1,"SOCIAL SERVICE REVIEW",14,2005,0,1,4,0,1,6,1
"2526",2787,2,1,"SOCIAL SERVICE REVIEW",14,2005,1,0,4,4,5,14,1
"2527",2788,2,1,"SOCIAL SERVICE REVIEW",14,2005,0,0,2,0,1,3,2
"2528",2789,3,1,"SOCIAL SERVICE REVIEW",14,2005,2,3,3,2,5,15,1
"2529",2790,1,0,"SOCIAL SERVICE REVIEW",14,2005,0,1,1,2,1,5,2
"2530",2791,1,0,"SOCIAL SERVICE REVIEW",14,2005,0,0,1,1,3,5,2
"2531",2792,3,1,"SOCIAL SERVICE REVIEW",14,2005,0,2,1,4,1,8,1
"2532",2793,2,1,"SOCIAL SERVICE REVIEW",14,2005,0,1,1,0,1,3,2
"2533",2794,3,1,"SOCIAL SERVICE REVIEW",14,2006,0,0,0,0,1,1,4
"2534",2795,1,0,"SOCIAL SERVICE REVIEW",14,2006,4,0,0,0,2,6,1
"2535",2796,1,0,"SOCIAL SERVICE REVIEW",14,2006,0,0,0,0,0,0,4
"2536",2797,2,1,"SOCIAL SERVICE REVIEW",14,2006,1,2,3,5,3,14,1
"2537",2798,4,1,"SOCIAL SERVICE REVIEW",14,2006,1,0,1,3,1,6,1
"2538",2799,1,0,"SOCIAL SERVICE REVIEW",14,2006,0,0,1,0,0,1,4
"2539",2800,3,1,"SOCIAL SERVICE REVIEW",14,2006,1,0,1,3,2,7,1
"2540",2801,2,1,"SOCIAL SERVICE REVIEW",14,2006,0,0,1,3,1,5,2
"2541",2802,1,0,"SOCIAL SERVICE REVIEW",14,2006,0,1,1,0,0,2,3
"2542",2803,2,1,"SOCIAL SERVICE REVIEW",14,2006,3,8,3,4,6,24,1
"2543",2804,1,0,"SOCIAL SERVICE REVIEW",14,2006,0,1,1,0,0,2,3
"2544",2805,1,0,"SOCIAL SERVICE REVIEW",14,2006,0,0,3,3,2,8,1
"2545",2806,6,1,"SOCIAL SERVICE REVIEW",14,2006,2,1,4,6,3,16,1
"2546",2807,2,1,"SOCIAL SERVICE REVIEW",14,2006,1,2,1,2,1,7,1
"2547",2808,1,0,"SOCIAL SERVICE REVIEW",14,2006,0,1,0,0,3,4,2
"2548",2809,3,1,"SOCIAL SERVICE REVIEW",14,2006,0,0,0,1,0,1,4
"2549",2810,1,0,"SOCIAL SERVICE REVIEW",14,2006,1,1,3,1,0,6,1
"2550",2811,3,1,"SOCIAL SERVICE REVIEW",14,2006,0,0,0,2,1,3,2
"2551",2812,3,1,"SOCIAL SERVICE REVIEW",14,2006,1,3,2,2,8,16,1
"2552",2813,4,1,"SOCIAL SERVICE REVIEW",14,2006,0,1,0,0,0,1,4
"2553",2814,3,1,"SOCIAL SERVICE REVIEW",14,2006,0,0,1,3,0,4,2
"2554",2815,3,1,"SOCIAL SERVICE REVIEW",14,2007,0,1,3,2,3,9,1
"2555",2816,1,0,"SOCIAL SERVICE REVIEW",14,2007,0,0,0,0,1,1,4
"2556",2817,3,1,"SOCIAL SERVICE REVIEW",14,2007,0,0,2,4,3,9,1
"2557",2818,4,1,"SOCIAL SERVICE REVIEW",14,2007,0,1,2,0,2,5,2
"2558",2819,1,0,"SOCIAL SERVICE REVIEW",14,2007,1,1,0,0,0,2,3
"2559",2820,2,1,"SOCIAL SERVICE REVIEW",14,2007,0,0,1,0,0,1,4
"2560",2821,3,1,"SOCIAL SERVICE REVIEW",14,2007,1,0,0,2,1,4,2
"2561",2822,1,0,"SOCIAL SERVICE REVIEW",14,2007,0,0,0,0,0,0,4
