"","Title","Authors","Corporate.Authors","Editors","Book.Editors","Source.Title","Publication.Date","Publication.Year","Volume","Issue","Part.Number","Supplement","Special.Issue","Beginning.Page","Ending.Page","Article.Number","DOI","Conference.Title","Conference.Date","Total.Citations","Average.per.Year","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X","X.1"
"2778","Effects of experimental center-based child care on developmental outcomes of young children living in poverty","Lee, K","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2005",2005,79,"1",NA,"","","158","180","","10.1086/426721","","",10,0.91,0,0,1,1,1,2,3,0,0,1,1,NA
"2779","TANF sanctioning and hardship","Reichman, NE; Teitler, JO; Curtis, MA","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2005",2005,79,"2",NA,"","","215","236","","10.1086/428918","","",23,2.09,0,2,2,1,4,5,2,3,2,1,1,NA
"2780","Socioeconomic status, parenting knowledge and behaviors, and perceived maltreatment of young low-birth-weight children","Berger, LM; Brooks-Gunn, J","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2005",2005,79,"2",NA,"","","237","267","","10.1086/428957","","",20,1.82,1,0,1,3,2,1,4,2,1,1,4,NA
"2781","The roles of employment barriers in welfare exits and reentries after welfare reform: Event history analyses","Nam, Y","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2005",2005,79,"2",NA,"","","268","293","","10.1086/428956","","",24,2.18,0,1,5,1,2,5,4,4,0,1,1,NA
"2782","Wholly within the discretion of the probate court: Judicial authority and Mothers' pensions in Michigan, 1913-1940","Stein-Roggenbuck, S","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2005",2005,79,"2",NA,"","","294","321","","10.1086/428916","","",1,0.09,0,0,1,0,0,0,0,0,0,0,0,NA
"2783","Voice therapy for women aligned with political prisoners: A case study of trauma among Palestinian women in the second intifada","Shalhoub-Kevorkian, N","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2005",2005,79,"2",NA,"","","322","343","","10.1086/429141","","",5,0.45,0,0,0,0,2,0,1,0,2,0,0,NA
"2784","Disjunctures for women and frontline workers: Implementation of the family violence option","Lindhorst, T; Padgett, JD","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2005",2005,79,"3",NA,"","","405","429","","10.1086/430891","3rd Conference on Trapped by Poverty/Trapped by Abuse","OCT   27, 2001",24,2.18,0,1,2,4,2,3,2,3,3,4,0,NA
"2785","Complaining after claiming: Fair hearings after welfare reform","Lens, V; Vorsanger, SE","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2005",2005,79,"3",NA,"","","430","453","","10.1086/430892","","",11,1,0,1,2,1,1,3,1,1,1,0,0,NA
"2786","Clinical and organizational correlates of medication for youths in US mental health services","Warner, LA; Pottick, KJ; Bilder, SM","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2005",2005,79,"3",NA,"","","454","481","","10.1086/430996","","",10,0.91,0,0,1,4,0,1,0,0,1,3,0,NA
"2787","Food hardship and child behavior problems among low-income children","Slack, KS; Yoo, J","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2005",2005,79,"3",NA,"","","511","536","","10.1086/430894","","",32,2.91,0,1,0,4,4,5,6,2,1,5,4,NA
"2788","Have food stamp program changes increased participation?","Zedlewski, SR; Rader, K","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2005",2005,79,"3",NA,"","","537","561","","10.1086/431268","","",5,0.45,0,0,0,2,0,1,2,0,0,0,0,NA
"2789","Multiple-partner fertility: Incidence and implications for child support policy","Meyer, DR; Cancian, M; Cook, ST","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2005",2005,79,"4",NA,"","","577","601","","10.1086/454386","","",39,3.55,0,2,3,3,2,5,5,4,5,9,1,NA
"2790","Maternal employment and latchkey adolescents","Lopoo, LM","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2005",2005,79,"4",NA,"","","602","623","","10.1086/454387","","",7,0.64,0,0,1,1,2,1,2,0,0,0,0,NA
"2791","Weakening organizational ties? A classification of styles of volunteering in the Flemish red cross","Hustinx, L","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2005",2005,79,"4",NA,"","","624","652","","10.1086/454388","","",10,0.91,0,0,0,1,1,3,2,1,0,2,0,NA
"2792","Assessing parenting behaviors across racial groups: Implications for the child welfare system","Berger, LM; McDaniel, M; Paxson, C","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2005",2005,79,"4",NA,"","","653","688","","10.1086/454389","","",12,1.09,0,0,2,1,4,1,1,1,0,0,2,NA
"2793","Bourdieu and social work","Emirbayer, M; Williams, EM","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2005",2005,79,"4",NA,"","","689","724","","10.1086/491604","","",16,1.45,0,0,1,1,0,1,2,2,5,3,1,NA
"2794","The paradox of engagement: How political, organizational, and evaluative demands can hinder innovation in community mental health services","Jewell, C; Davidson, L; Rowe, M","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2006",2006,80,"1",NA,"","","3","26","","10.1086/498837","","",3,0.3,0,0,0,0,0,0,1,1,1,0,0,NA
"2795","Difficult calculations: Low-income workers and marginal tax rates","Romich, JL","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2006",2006,80,"1",NA,"","","27","66","","10.1086/499086","","",11,1.1,0,0,4,0,0,0,2,1,0,3,1,NA
"2796","Fatherless child insurance: Lessons from an unsuccessful U.S. policy proposal","Kaplan, T","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2006",2006,80,"1",NA,"","","67","92","","10.1086/498838","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2797","A cautionary tale: Using propensity scores to estimate the effect of food stamps on food insecurity","Gibson-Davis, CM; Foster, EM","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2006",2006,80,"1",NA,"","","93","126","","10.1086/499416","","",34,3.4,0,1,1,2,3,5,3,3,4,6,6,NA
"2798","A comparison of the governmental costs of long-term foster care and adoption","Barth, RP; Lee, CK; Wildfire, J; Guo, SY","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2006",2006,80,"1",NA,"","","127","158","","10.1086/499339","","",12,1.2,0,0,1,0,1,3,1,1,1,3,1,NA
"2799","Toward an integration of social and biological research","McCutcheon, VV","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2006",2006,80,"1",NA,"","","159","178","","10.1086/499087","","",2,0.2,0,0,0,0,1,0,0,0,0,1,0,NA
"2800","Barriers to identifying substance abuse in the reformed welfare system","Henderson, S; Dohan, D; Schmidt, LA","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2006",2006,80,"2",NA,"","","217","238","","10.1086/501491","","",10,1,0,1,1,0,1,3,2,1,0,0,1,NA
"2801","Investing in children: Public commitment in twenty-one industrialized countries","Gabel, SG; Kamerman, SB","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2006",2006,80,"2",NA,"","","239","263","","10.1086/502783","","",7,0.7,0,0,0,0,1,3,1,2,0,0,0,NA
"2802","The economic well-being of households headed by a grandmother as caregiver","Park, HOH","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2006",2006,80,"2",NA,"","","264","295","","10.1086/503122","","",5,0.5,0,0,0,1,1,0,0,2,0,1,0,NA
"2803","Strengthening unmarried families: Could enhancing couple relationships also improve parenting?","Carlson, MJ; McLanahan, SS","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2006",2006,80,"2",NA,"","","297","321","","10.1086/503123","110th Annual Convention of the American-Psychological-Association","AUG 22-25, 2002",40,4,0,0,3,8,3,4,6,4,6,3,3,NA
"2804","Responsible but uninformed? Nonprofit executive and program directors' knowledge of welfare reform","Kissane, RJ","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2006",2006,80,"2",NA,"","","322","345","","10.1086/501490","","",3,0.3,0,0,0,1,1,0,0,1,0,0,0,NA
"2805","Dynamics of material hardship in the women's employment study","Heflin, Colleen M.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2006",2006,80,"3",NA,"","","377","397","","10.1086/505289","","",12,1.2,0,0,0,0,3,3,2,2,1,0,1,NA
"2806","Changes in placement among children in foster care: A longitudinal study of child and case influences","Connell, Christian M.; Vanderploeg, Jeffrey J.; Flaspohler, Paul; Katz, Karol H.; Saunders, Leon; Kraemer Tebes, Jacob","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2006",2006,80,"3",NA,"","","398","418","","10.1086/505554","","",26,2.6,0,0,2,1,4,6,3,1,2,6,1,NA
"2807","Testing the model minority stereotype: Youth behaviors across racial and ethnic groups","Choi, Yoonsun; Lahey, Benjamin B.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2006",2006,80,"3",NA,"","","419","452","","10.1086/505288","Annual Meeting of the Society-for-Prevention-Research","MAY, 2005",18,1.8,0,0,1,2,1,2,1,3,3,3,2,NA
"2808","Child-care market mechanisms: Does policy affect the quantity of care?","Cochi Ficano, Carlena K.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2006",2006,80,"3",NA,"","","453","484","","","","",5,0.5,0,0,0,1,0,0,3,0,0,1,0,NA
"2809","Predictors of access to health-care services among groups of TANF recipients in Kentucky","Studts, Christina R.; Stone, Ramona F.; Barber, Gerard M.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2006",2006,80,"3",NA,"","","527","548","","10.1086/505552","","",2,0.2,0,0,0,0,0,1,0,0,0,1,0,NA
"2810","Neighborhood-based foster care: A critical examination of location-based placement criteria","Berrick, Jill Duerr","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2006",2006,80,"4",NA,"","","569","583","","10.1086/507933","","",7,0.7,0,0,1,1,3,1,0,0,0,1,0,NA
"2811","Adoption dynamics and the Adoption and Safe Families Act","Wulczyn, Fred H.; Chen, Lijun; Hislop, Kristen Brunner","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2006",2006,80,"4",NA,"","","584","608","","10.1086/508558","","",5,0.5,0,0,0,0,0,2,1,1,0,0,1,NA
"2812","Nonstandard work schedules: Employer- and employee-driven flexibility in retail jobs","Henly, Julia R.; Shaefer, H. Luke; Waxman, Elaine","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2006",2006,80,"4",NA,"","","609","634","","10.1086/508478","","",34,3.4,0,0,1,3,2,2,8,5,6,4,3,NA
"2813","Housing assistance and employment: How far-reaching are the effects of rental subsidies?","Heintze, Theresa C.; Berger, Lawrence M.; Naidich, Wendy B.; Meyers, Marcia K.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2006",2006,80,"4",NA,"","","635","674","","10.1086/508381","","",3,0.3,0,0,0,1,0,0,0,1,1,0,0,NA
"2814","Neighborhoods, family, and substance use: Comparisons of the relations across racial and ethnic groups","Choi, Yoonsun; Harachi, Tracy W.; Catalano, Richard F.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2006",2006,80,"4",NA,"","","675","704","","10.1086/508380","7th Annual Meeting of the Society-for-Prevention-Research","JUN 24-26, 1999",8,0.8,0,0,0,0,1,3,0,1,2,1,0,NA
"2815","Work trajectories, income changes, and food insufficiency in a Michigan welfare population","Heflin, Colleen M.; Corcoran, Mary E.; Siefert, Kristine A.","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2007",2007,81,"1",NA,"","","3","25","","10.1086/511162","","",18,2,0,0,0,0,1,3,2,3,2,4,3,NA
"2816","Ida Cannon, Ethel Cohen, and early medical social work in Boston: The foundations of a model of culturally competent social service","Praglin, Laura J.","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2007",2007,81,"1",NA,"","","27","45","","10.1086/511013","","",3,0.33,0,0,0,0,0,0,0,1,2,0,0,NA
"2817","Public funding and enrollment in formal child care in the 1990s","Magnuson, Katherine A.; Meyers, Marcia K.; Waldfogel, Jane","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2007",2007,81,"1",NA,"","","47","83","","10.1086/511628","","",13,1.44,0,0,0,0,0,2,4,3,1,2,1,NA
"2818","Alterable predictors of educational attainment, income, and crime: Findings from an inner-city cohort","Ou, Suh-Ruu; Mersky, Joshua P.; Reynolds, Arthur J.; Kohler, Kristy M.","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2007",2007,81,"1",NA,"","","85","128","","10.1086/510783","","",11,1.22,0,0,0,0,1,2,0,2,2,2,2,NA
"2819","State responses to the family formation goals of welfare","Lawrence, Catherine K.","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2007",2007,81,"1",NA,"","","129","153","","10.1086/511014","","",2,0.22,0,0,0,1,1,0,0,0,0,0,0,NA
"2820","How do drug use and social relations affect welfare participation?","Cheng, Tyrone C.; McElderry, Cathy Gilbert","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2007",2007,81,"1",NA,"","","155","165","","10.1086/510803","","",3,0.33,0,0,0,0,0,1,0,0,2,0,0,NA
"2821","Do welfare sanctions increase child protection system involvement? A cautious answer","Slack, Kristen S.; Lee, Bong Joo; Berger, Lawrence M.","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2007",2007,81,"2",NA,"","","207","228","","10.1086/516831","","",10,1.11,0,0,0,1,0,0,2,1,2,1,3,NA
"2822","Court-ordered grandparent visitation: Welcome event or unwarranted intrusion into family life?","Stein, Theodore J.","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2007",2007,81,"2",NA,"","","229","243","","10.1086/518095","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2823","Empirical evidence on faith-based organizations in an era of welfare reform","Reingold, David A.; Pirog, Maureen; Brady, David","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2007",2007,81,"2",NA,"","","245","283","","10.1086/515832","","",9,1,0,0,0,1,2,2,1,0,2,1,0,NA
"2824","Devolution, discretion, and the effect of local political values on TANF sanctioning","Fording, Richard C.; Soss, Joe; Schram, Sanford F.","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2007",2007,81,"2",NA,"","","285","316","","10.1086/517974","","",34,3.78,0,0,0,2,4,4,4,5,6,4,5,NA
"2825","Job separation behavior of WOTC workers: Results from a unique case study","Gunderson, Jill Marie; Hotchkiss, Julie L.","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2007",2007,81,"2",NA,"","","317","342","","10.1086/518079","","",1,0.11,0,0,0,0,1,0,0,0,0,0,0,NA
"2826","Welfare reform and family expenditures: How are single mothers adapting to the new welfare and work regime?","Kaushal, Neeraj; Gao, Qin; Waldfogel, Jane","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2007",2007,81,"3",NA,"","","369","396","","10.1086/520341","","",13,1.44,0,0,0,1,0,2,3,4,1,2,0,NA
"2827","Men and marriage promotion: Who marries unwed mothers?","Lichter, Daniel T.; Graefe, Deborah Roempke","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2007",2007,81,"3",NA,"","","397","421","","10.1086/521083","","",8,0.89,0,0,0,2,0,2,2,1,0,1,0,NA
"2828","Long-term disadvantage among elderly women: The effects of work history","McNamara, Justine M.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2007",2007,81,"3",NA,"","","423","452","","10.1086/520562","","",2,0.22,0,0,0,0,0,0,0,0,1,0,1,NA
"2829","Approaching the transition to adulthood: Distinctive profiles of adolescents aging out of the child welfare system","Keller, Thomas E.; Cusick, Gretchen Ruth; Courtney, Mark E.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2007",2007,81,"3",NA,"","","453","484","","10.1086/519536","","",40,4.44,0,0,0,4,4,6,5,2,6,8,5,NA
"2830","Socioeconomic factors and substandard parenting","Berger, Lawrence M.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2007",2007,81,"3",NA,"","","485","522","","10.1086/520963","","",20,2.22,0,0,0,0,1,1,3,0,6,1,8,NA
"2831","The public administration case against participation income","De Wispelaere, Jurgen; Stirton, Lindsay","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2007",2007,81,"3",NA,"","","523","549","","","","",6,0.67,0,0,0,0,0,1,1,2,1,1,0,NA
"2832","Posttransition experiences of former child SSI recipients","Loprest, Pamela J.; Wittenburg, David C.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2007",2007,81,"4",NA,"","","583","608","","","","",3,0.33,0,0,0,0,0,1,1,1,0,0,0,NA
"2833","Do Welfare Avoidance Grants prevent cash assistance?","Hetling, Andrea; Ovwigho, Pamela C.; Born, Catherine E.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2007",2007,81,"4",NA,"","","609","631","","","26th Annual Meeting of the Association-for-Public-Policy-Analysis-and-Management","OCT 28-30, 2004",2,0.22,0,0,0,0,0,0,0,1,1,0,0,NA
"2834","Determinants of TANF participation: A multilevel analysis","Teitler, Julien O.; Reichman, Nancy E.; Nepomnyaschy, Lenna","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2007",2007,81,"4",NA,"","","633","656","","","","",5,0.56,0,0,0,0,0,0,0,3,0,2,0,NA
"2835","Using individual development accounts to save for a home: Are there differences by race?","Grinstein-Weiss, Michal; Irish, Kate; Parish, Susan L.; Wagner, Kristen M.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2007",2007,81,"4",NA,"","","657","681","","","","",5,0.56,0,0,0,1,1,2,1,0,0,0,0,NA
"2836","Up close and personal: Employee networks and job satisfaction in a human service context","Haley-Lock, Anna","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2007",2007,81,"4",NA,"","","683","707","","","","",2,0.22,0,0,0,0,1,0,0,0,1,0,0,NA
"2837","Two steps forward, one step back: The uneven economic progress of TANF recipients","Wood, Robert G.; Moore, Quinn; Rangarajan, Anu","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2008",2008,82,"1",NA,"","","3","28","","10.1086/525035","","",13,1.62,0,0,0,0,2,3,5,1,0,2,0,NA
"2838","Do high child support orders discourage child support payments?","Meyer, Daniel R.; Ha, Yoonsook; Hu, Mei-Chen","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2008",2008,82,"1",NA,"","","93","118","","10.1086/526503","","",17,2.12,0,0,0,0,0,2,6,2,3,3,1,NA
"2839","Quality jobs in the new millennium: Incorporating flexible work options as a strategy to assist working families","Swanberg, Jennifer E.; Simmons, Leigh Ann","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2008",2008,82,"1",NA,"","","119","147","","10.1086/527907","","",4,0.5,0,0,0,0,1,0,0,0,1,1,1,NA
"2840","Difficulties in the transition to adulthood: Using propensity scoring to understand what makes foster youth vulnerable","Berzin, Stephanie Cosner","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2008",2008,82,"2",NA,"","","171","196","","10.1086/588417","","",26,3.25,0,0,0,0,1,5,5,2,4,7,2,NA
"2841","Welfare and work sanctions: Examining discretion on the front lines","Lens, Vicki","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2008",2008,82,"2",NA,"","","197","222","","10.1086/589706","","",10,1.25,0,0,0,0,1,1,2,2,0,1,3,NA
"2842","Personality, negative interactions, and mental health","Lincoln, Karen D.","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2008",2008,82,"2",NA,"","","223","252","","10.1086/589462","","",10,1.25,0,0,0,0,0,1,1,3,2,1,2,NA
"2843","Marriageability among the partners of young mothers","Lopoo, Leonard M.; Carlson, Marcia J.","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2008",2008,82,"2",NA,"","","253","271","","10.1086/589902","","",4,0.5,0,0,0,0,0,3,1,0,0,0,0,NA
"2844","Funneling child welfare consumers into and through the mental health system: Assessment, referral, and quality issues","Fedoravicius, Nicole; McMillen, J. Curtis; Rowe, Jill E.; Kagotho, Njeri; Ware, Norma C.","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2008",2008,82,"2",NA,"","","273","290","","10.1086/589780","","",7,0.88,0,0,0,0,1,2,2,1,0,0,1,NA
"2845","Effects of food stamp and TANF policies on food stamp receipt","Ratcliffe, Caroline; McKernan, Signe-Mary; Finegold, Kenneth","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2008",2008,82,"2",NA,"","","291","334","","10.1086/589707","","",11,1.38,0,0,0,0,0,3,3,1,1,3,0,NA
"2846","Effects of Employment-Based Programs on Families by Prior Levels of Disadvantage","Alderson, Desiree Principe; Gennetian, Lisa A.; Dowsett, Chantelle J.; Imes, Amy; Huston, Aletha C.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2008",2008,82,"3",NA,"","","361","394","","10.1086/592360","","",6,0.75,0,0,0,0,0,3,1,1,0,0,1,NA
"2847","Neighbors' Perceptions of Community-Based Psychiatric Housing","Zippay, Allison; Lee, Sung Kyong","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2008",2008,82,"3",NA,"","","395","417","","10.1086/592857","","",4,0.5,0,0,0,0,0,0,1,1,2,0,0,NA
"2848","Aging Out of Foster Care and Legal Involvement: Toward a Typology of Risk","Vaughn, Michael G.; Shook, Jeffrey J.; McMillen, J. Curtis","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2008",2008,82,"3",NA,"","","419","446","","10.1086/592535","","",18,2.25,0,0,0,0,0,4,4,2,3,2,3,NA
"2849","Facilitating Injustice: Tracing the Role of Social Workers in the World War II Internment of Japanese Americans","Park, Yoosun","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2008",2008,82,"3",NA,"","","447","483","","10.1086/592361","","",3,0.38,0,0,0,0,0,0,1,0,1,1,0,NA
"2850","Homelessness among At-Risk Families with Children in Twenty American Cities","Fertig, Angela R.; Reingold, David A.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2008",2008,82,"3",NA,"","","485","510","","10.1086/592335","","",20,2.5,0,0,0,0,0,3,4,4,5,2,2,NA
"2851","Homeless Shelters for Single Adults: Why Does Their Population Change?","O'Flaherty, Brendan; Wu, Ting","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2008",2008,82,"3",NA,"","","511","550","","10.1086/593387","","",2,0.25,0,0,0,0,0,0,0,1,1,0,0,NA
"2852","Welfare Program Implementation and Parents' Depression","Morris, Pamela A.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2008",2008,82,"4",NA,"","","579","614","","","","",8,1,0,0,0,0,1,1,4,0,0,0,2,NA
"2853","Minding the Gap: Adolescent Mothers Navigate Child Welfare","Silver, Lauren J.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2008",2008,82,"4",NA,"","","615","638","","","","",1,0.12,0,0,0,0,0,0,0,0,1,0,0,NA
"2854","Did Welfare Reform Cause the Caseload Decline?","Danielson, Caroline; Klerman, Jacob Alex","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2008",2008,82,"4",NA,"","","703","730","","","","",15,1.88,0,0,0,0,1,2,3,4,5,0,0,NA
"2855","The Impact of Supervision on Worker Outcomes: A Meta-analysis","Barak, Michalle E. Mor; Travis, Dnika J.; Pyun, Harold; Xie, Bin","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2009",2009,83,"1",NA,"","","3","32","","","","",34,4.86,0,0,0,0,2,2,2,8,7,4,9,NA
"2856","Income Poverty and Material Hardship among US Women with Disabilities","Parish, Susan L.; Rose, Roderick A.; Andrews, Megan E.","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2009",2009,83,"1",NA,"","","33","52","","","","",11,1.57,0,0,0,0,1,1,1,2,3,0,3,NA
"2857","How Program Participants Learn Program Rules: Implications for Implementation and Evaluation","Nam, Kisun; Cancian, Maria; Meyer, Daniel R.","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2009",2009,83,"1",NA,"","","53","78","","","","",5,0.71,0,0,0,0,0,1,1,0,0,2,1,NA
"2858","Sexual Violence Prevention and Technologies of Gender among Heavy-Drinking College Women","Luke, Katherine P.","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2009",2009,83,"1",NA,"","","79","109","","","","",3,0.43,0,0,0,0,0,0,1,0,1,1,0,NA
"2859","It Takes ID to Get ID: The New Identity Politics in Services","Wilson, Amy Blank","",NA,NA,"SOCIAL SERVICE REVIEW","MAR 2009",2009,83,"1",NA,"","","111","132","","","","",5,0.71,0,0,0,0,0,0,2,1,1,1,0,NA
"2860","Transitions into and out of the WIC Program: A Cause for Concern?","Jacknowitz, Alison; Tiehen, Laura","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2009",2009,83,"2",NA,"","","151","183","","","","",2,0.29,0,0,0,0,0,0,1,0,0,1,0,NA
"2861","Foster Family Characteristics, Kinship, and Permanence","Zinn, Andrew","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2009",2009,83,"2",NA,"","","185","219","","","","",11,1.57,0,0,0,0,0,3,2,3,0,1,2,NA
"2862","Assets beyond Savings in Individual Development Accounts","Han, Chang-Keun; Grinstein-Weiss, Michal; Sherraden, Michael","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2009",2009,83,"2",NA,"","","221","244","","","","",10,1.43,0,0,0,0,0,4,1,2,1,2,0,NA
"2863","Do Perceptions of Dysfunction and Normality Mediate Clinicians' Judgments of Adolescent Antisocial Behavior?","Kirk, Stuart A.; Hsieh, Derek K.","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2009",2009,83,"2",NA,"","","245","266","","","","",2,0.29,0,0,0,0,0,0,1,0,0,1,0,NA
"2864","Realizing Rights in Social Work","Weiss-Gal, Idit; Gal, John","",NA,NA,"SOCIAL SERVICE REVIEW","JUN 2009",2009,83,"2",NA,"","","267","291","","","","",2,0.29,0,0,0,0,0,0,0,0,1,0,1,NA
"2865","Revisiting the Class-Parity Analysis of Welfare Work Requirements","Zatz, Noah D.","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2009",2009,83,"3",NA,"","","313","350","","","","",1,0.14,0,0,0,0,0,0,0,0,1,0,0,NA
"2866","State Welfare Policies and Children's Living Arrangements","Dunifon, Rachel; Hynes, Kathryn; Peters, H. Elizabeth","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2009",2009,83,"3",NA,"","","351","388","","","","",2,0.29,0,0,0,0,0,0,0,0,0,2,0,NA
"2867","Conflicting Identities of Israeli Social Workers during the Forced Relocation of Gaza Strip Settlers","Possick, Chaya; Buchbinder, Eli; Houminer, Esther; Kandel, Netta; Sharon, Zofit","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2009",2009,83,"3",NA,"","","429","452","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2868","Integrating Children's Savings Accounts in the Care and Support of Orphaned Adolescents in Rural Uganda","Ssewamala, Fred M.; Ismayilova, Leyla","",NA,NA,"SOCIAL SERVICE REVIEW","SEP 2009",2009,83,"3",NA,"","","453","472","","","","",27,3.86,0,0,0,0,0,3,1,9,3,8,3,NA
"2869","Stability of Child-Care Subsidy Use and Earnings of Low-Income Families","Ha, Yoonsook","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2009",2009,83,"4",NA,"","","495","523","","","","",7,1,0,0,0,0,0,0,0,3,1,3,0,NA
"2870","State TANF Policies and Employment Outcomes among Welfare Leavers","Lim, Younghee; Coulton, Claudia J.; Lalich, Nina","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2009",2009,83,"4",NA,"","","525","555","","","","",2,0.29,0,0,0,0,0,0,0,0,1,0,1,NA
"2871","A Missing Tradition: Women Managing Charitable Organizations in Richmond, Virginia, 1805-1900","Netting, F. Ellen; O'Connor, Mary Katherine; Fauri, David P.","",NA,NA,"SOCIAL SERVICE REVIEW","DEC 2009",2009,83,"4",NA,"","","557","584","","","","",3,0.43,0,0,0,0,0,0,1,1,0,0,1,NA
