abstract,title,year,country,journal
"Because the unemployed and their families are often likely to develop stress-related health problems, ensuring them access to health care is a public health issue. Congressional efforts thus far to legislate health coverage for the unemployed have proposed a system that recognizes people's basic need for coverage but has several limitations.",Legislating health care coverage for the unemployed.,1985,UNITED STATES,Health Soc Work
"Self-help has developed into a significant trend in health care, and the relationship between professional services and self-help has begun to be explored. This article describes a survey that investigated hospital social workers' involvement with self-help groups and reports the need for a dual focus on research and clinical training to prepare social workers for the practice challenges presented by the self-help movement.",Hospital social workers and self-help groups.,1985,UNITED STATES,Health Soc Work
"The health of 900 children in foster care was assessed through a review of 257 medical charts and an examination of a subsample of 35 children. Although major handicapping conditions among the children were well cared for, prevention, the care of minor conditions and emotional problems, and overall coordination of care were found to be lacking. On the basis of these findings, the authors propose how health care delivery to foster children can be improved.",Health care delivery to foster children: a study.,1985,UNITED STATES,Health Soc Work
"Because rape occurs more frequently in adolescence than at any other age, the adequacy of services for adolescent victims of rape is a public health concern. This survey found that adolescents had favorable attitudes toward sexual assault treatment centers but that a center's affiliation, staff, and policies on confidentiality would influence young people's willingness to use its services.",How adolescents perceive sexual assault services.,1985,UNITED STATES,Health Soc Work
"Because Alcoholics Anonymous (AA) is an important resource for recovering alcoholics, most treatment centers want to work cooperatively with it. To identify factors that enhance this cooperation, the author surveyed AA members and professionals in the same communities and obtained a profile of their interactions, ideological similarities, and linking activities.",Cooperation and rivalry between helping professionals and members of AA.,1985,UNITED STATES,Health Soc Work
"With the introduction of lithium and increasing evidence that bipolar disorder is a biogenetic condition, changes have occurred in the diagnosis and treatment of bipolar disorder. Cross-cultural studies indicate that in the United States there is a tendency to overuse the diagnosis of schizophrenia when bipolar may be indicated. Both disorders have psychotic symptoms, rendering diagnostic confusion possible. This paper describes the characteristics of bipolar disorder, explanatory theories and treatment. A medical model of treatment is preferred. Issues of concern to social workers are addressed.",Bipolar disorder and social work practice.,1985,UNITED STATES,Soc Work Health Care
"The emotional needs of 18 patients in a maternal-fetal intensive care unit were assessed using a semistructured interview. Patients were asked to rank order the stresses they experienced while on the unit as well as the supports which they felt enabled them to cope with the hospitalization. Responses were analyzed taking into account the duration of the patients' hospitalizations and the differences in two settings of the intensive care unit. Being away from home and family, physical discomforts, medication side effects, and feelings of helplessness and loss of control were the common stresses noted. Physicians, nurses and family and friends were the most frequently mentioned supports.","Stress, adaptation and coping in a maternal-fetal intensive care unit.",1985,UNITED STATES,Soc Work Health Care
"This paper analyzes the sources of strain between the professions of medicine and social work. The two professions are compared in relation to (1) the organization and socialization process of professional training; (2) perspectives on patient care, illness and role of the health care professional; (3) attitudes toward knowledge and data; (4) attitudes toward and preparation for team-work; (5) perspectives on the role of the patient; (6) perceptions of social work's function.",Sources of strain between physicians and social workers: implications for social workers in health care settings.,1985,UNITED STATES,Soc Work Health Care
"Chronic renal failure is an example of chronic illness where the family is often expected to provide ongoing home health care. This paper reports the results of a study with 19 women who were trained to assist their husbands with home hemodialysis. The impact of living with a spouse with chronic renal failure is discussed, using case examples. Future research needs are addressed.",Psychosocial adjustment of the family caregiver: home hemodialysis as an example.,1985,UNITED STATES,Soc Work Health Care
,Discharge to independent living for the chronically ill patient: a case study.,1985,UNITED STATES,Soc Work Health Care
,Hospice social work: support for generalist training.,1985,UNITED STATES,Soc Work Health Care
"In this research, 155 people who had recently experienced the loss of someone they cared about rated the extent to which different social work activities would or would not have been helpful to them at the time of their loss. Discussion of the data focuses on how social workers in a health setting can assist individuals who are grieving.",The health care social worker's role in facilitating grief work: an empirical study.,1985,UNITED STATES,Soc Work Health Care
"Home equipment for cardiorespiratory monitoring now makes it possible for parents to manage more effectively the risks of apnea, or prolonged breathing pauses, in infants. This article examines the features of a social work program that provides parents of apneic infants with education and support. It also demonstrates the important contribution of social work to monitoring.",Things that go beep in the night: home monitoring for apnea.,1985,UNITED STATES,Health Soc Work
Recent advances in diagnostic ultrasound have made in-utero treatment of the fetus possible. This article identifies the stresses experienced by families engaged in such treatment and presents a detailed protocol for intervention at each stage of the process--from the decision to undergo treatment to the postpartum period and discharge.,Intrauterine treatment: meeting the psychosocial needs of the family.,1985,UNITED STATES,Health Soc Work
The demand for specialized training for social workers in the health field has required schools of social work to reexamine the curricula they offer students interested in health care. The study reported here surveyed graduate schools throughout the country to determine the prevalence and characteristics of health concentrations in social work curricula and the problems and implications concerning the development of concentrations that are to be addressed by the profession as a whole.,Health concentrations in schools of social work: the state of the art.,1985,UNITED STATES,Health Soc Work
"Infertility frequently provokes a life crisis that involves the loss of self-esteem and adaptive functioning. Drawing on clinical experience in counseling infertile individuals and couples and leading support groups for such clients, the author analyzes this crisis in terms of the emotional stages experienced by the individual and defines the therapeutic role of the social worker in guiding clients through the tasks of resolution.",A comprehensive approach to treating infertility.,1985,UNITED STATES,Health Soc Work
"Increasing concern about productivity in hospitals led to this study of the amount of time social workers typically spend with and in behalf of hospitalized patients. Among the variables the authors studied, the patient's demographic characteristics had little explanatory power, whereas psychosocial acuity, or need for services, and the types of services delivered were the best predictors of the amount of social work time expended in the patient's behalf.",Predicting social workers' expenditure of time with hospital patients.,1985,UNITED STATES,Health Soc Work
Phobic individuals may be further frightened by the physical symptoms that are the body's response to fearful stimuli. Educating them about the physiology of the human nervous system can provide them with reassurance. This article describes the physiological bases of common physical responses to panic and explains how information about these responses can be used in phobia therapy.,Educating phobic clients about the physiology of their feelings.,1985,UNITED STATES,Health Soc Work
"Depression is a common condition among patients receiving medical care but often goes unrecognized by care providers. After discussing research on the prevalence, recognition, and treatment of depression in general health care settings as well as the factors associated with psychological distress among nonpsychiatric patients, this article explores how social workers can help improve the identification and management of depression in such settings.",Recognizing depression in patients receiving medical care.,1985,UNITED STATES,Health Soc Work
"Despite the fact that social work departments are dependent upon hospitals for resources and support, little research has been conducted to analyze organizational factors that promote or impede their development. The researchers hypothesized that departments are most likely to expand in hospital settings with missions that are supportive of clinical, preventive, and community-oriented services; that stress innovation; and that emphasize hospital-funded services and programs. Further, it was hypothesized that social work services would be most likely to expand in settings where hospital administrators perceive them to be relevant to practical needs of the institution. Findings from a survey of 50 non-profit hospitals in Los Angeles County in 1980 confirm these hypotheses and suggest that social workers need to use knowledge of the organizational context to develop high-level support for their departments.",The ecology of social work departments: empirical findings and strategy implications.,1985,UNITED STATES,Soc Work Health Care
"Like other policies intended to check spiraling health care costs, the introduction of diagnosis related groups (DRGs) poses special risks for social work's traditional clients. This article identifies those risks and also describes the opportunities for social workers to influence the implementation of this major social welfare reform.",Facing up to the challenge of DRGs.,1985,UNITED STATES,Health Soc Work
"While the important role families play vis-Ã -vis illness is generally recognized, there are relatively few clinical encounters with entire families reported by social workers in health settings. Some of the possible explanations for this are examined, with a recommendation for the design of interventions based on a family systems perspective. Two areas requiring further investigation are highlighted: the element of uncertainty which confronts families coping with chronic life-threatening illness and the impact of serious illness on children. By conceptualizing new ways to help families adapt, social workers can make a significant contribution clinically and reaffirm their position in this domain.",Family treatment in the health setting: the need for innovation.,1985,UNITED STATES,Soc Work Health Care
Recent advances in medical technology are confounding traditional definitions of life and death and even of who is a person. This article considers the implications of these developments for social workers and presents a technique for helping clients make decisions in the face of ethical dilemmas created by new medical technologies.,Extending the boundaries of life: implications for practice.,1985,UNITED STATES,Health Soc Work
"Many physical problems presented to family physicians by their patients often involve psychosocial variables with stress being a major one. Though family medicine advocates a biopsychosocial focus, one that is compatible with social work, the psychosocial aspects of health are often ignored. The involvement of social workers in the private practices of family physicians to deal with such problems is discussed in this paper as a new area of specialization. Issues such as the medicine-social work gap and the financing of social work services in private family medical practice are also addressed. It is concluded that this should be considered a new area of specialization. However, social workers must take the initiative in its development.",Family practice social work: a new area of specialization.,1985,UNITED STATES,Soc Work Health Care
"The many labels applied to bulimia and its frequent association with anorexia nervosa have often created confusion about its characteristics and causes. Recent research reveals a variety of bulimic types, some without histories of anorexia and with different treatment needs and prognoses. To clarify discussions among researchers and aid clinical decisions, the author proposes replacing the labels with broader descriptions.",A descriptive approach to bulimia.,1985,UNITED STATES,Health Soc Work
"A group of Vancouver B.C. schizophrenic patients were studied to see if the younger subjects possessed the characteristics of the &quot;new young chronic&quot; patient described in the literature. Information on a number of quantitative measures of community functioning was gathered from the clinical files of patients who were attending community mental health teams. The younger subjects possessed many of the same features of the &quot;new young chronic&quot; described by other workers. This was a group with a high level of instability, as reflected in high rehospitalization rates, a greater need for clinical services, an earlier initial contact with the psychiatric system, lower marriage rates, lower employment rates and greater mobility than the older subjects. Because age accounted for so much variability within the sample, the young patients may be regarded as a distinct sub-group. The limitations and implications of the study are discussed. There may be a &quot;lack of fit&quot; between patient needs and the services of the mental health delivery system.",The &quot;new young chronic&quot; psychiatric patient: a study in Vancouver.,1985,UNITED STATES,Soc Work Health Care
"Boarding homes have emerged throughout the nation as places where many deinstitutionalized psychiatric patients, and others, reside. They represent one type of congregate living arrangement which is expected to facilitate social policy goals of enabling chronically mentally ill people to live in the most appropriate, least restrictive environment possible. This paper presents a study of ten boarding homes in New Jersey which suggests that instead of being empowered as consumers, residents have become commodities; instead of gaining additional freedoms, deinstitutionalized persons have been abandoned. The paper also presents problematic issues concerning the provision of treatment and rehabilitation services to boarding home residents.",Normalization and boarding homes: an examination of paradoxes.,1985,UNITED STATES,Soc Work Health Care
"This paper reports an exploratory study of the situation of Haitian refugees in the U.S., based on extensive interviews and conversations with health care providers around the state of Florida. The study raises issues that are applicable to other disadvantaged subcultures, and illustrates the need for further, more rigorous fact-finding and attention by health care providers. Suggestions for social workers working in cross-cultural settings are also discussed.",The Haitian refugee: concerns for health care providers.,1985,UNITED STATES,Soc Work Health Care
"With large numbers of women seeking sterilization each year, including over half a million in 1983 alone, the problem of regretted sterilization and efforts to prevent regret have become matters of concern to health care providers. This paper describes a sterilization counseling program designed to reduce the likelihood of regretted sterilization. Discussed are factors which help predict satisfaction or regret following sterilization. A psychodynamic approach to sterilization counseling informed by these factors is described. Case vignettes are included, as is a retrospective analysis of candidates counseled during one year of the program.",Counseling women who request sterilization: psychodynamic issues and interventions.,1985,UNITED STATES,Soc Work Health Care
"The diagnosis of temporal lobe epilepsy (TLE) holds significant psychosocial ramifications for the patient and family. TLE is a type of seizure disorder which challenges the usual notions of epilepsy. Patients with TLE may never experience the stereotypical convulsion; rather, TLE seizures are more likely to take the form of changes in behavior and deepened emotionality. The symptoms are confusing and often frightening for the patient, his family and the larger community. This article explores the patient's and the family's reactions to TLE--myths that influence them, the practical and emotional dilemmas that confront them, and the benefits of social work intervention.",Temporal lobe epilepsy: social and psychological considerations.,1985,UNITED STATES,Soc Work Health Care
,Social work training for orthodontists.,1985,UNITED STATES,Soc Work Health Care
"If families are to provide de-institutionalized psychiatric patients with primary care in the community, it is necessary to provide them with the skills, background and motivation to deal with the multitude of problems that chronic mental patients present. Families do best when they have a sense of cognitive mastery about all aspects of the family member's illness, but not all practitioners are comfortable about discussing or revealing such information. This paper surveys the attitude of social workers, psychologists and psychiatrists as it applies to utilizing the diagnosis in treatment.",Telling the diagnosis: implications for social work practice.,1985,UNITED STATES,Soc Work Health Care
"In an effort to explore the relationship between the use of home-based respite care and family functioning, this study found evidence of the usefulness of respite care in maintaining family stability in certain areas. After reviewing the differences between families that used such care and those that did not, the author discusses implications for social work practice and future research.",Respite care and family functioning in families with retarded children.,1985,UNITED STATES,Health Soc Work
"This study examines the efforts and needs associated with family care for disabled and frail adults. A survey of 117 primary caregivers focused on: the health problems associated with caregiving; the existence of informal, family support systems; the use of formal social services, and the need for additional social service programs. Most caregivers report physical and emotional problems due to caregiving ranging from hypertension and back problems to depression and mental exhaustion. The characteristics of caregivers at high risk for health problems are identified. Less than half of the caregivers have family or friends to assist them with caregiving. At least one type of social service was being used by over 80% of caregivers, with utilization patterns in male and female caregivers. Based on the study findings, several policy implications are reviewed.",The unmet needs of family caregivers for frail and disabled adults.,1985,UNITED STATES,Soc Work Health Care
"With increased competition over diminishing resources in health care today, discharge planning has become a key element for hospital survival. The sudden high status now attached to this traditional social work function has caused major power struggles for control over discharge planning. Social workers have up to now succeeded in being undisputed leaders in this area because of tradition and demonstrations of clinical competence. Continued success and status in the future will require arguments and organizational design based on scientific research and hard data. This paper describes the main questions that need to be examined and proposes manageable approaches for conducting practice field studies.",Research agenda for discharge planning.,1985,UNITED STATES,Soc Work Health Care
"Victims of traumatic physical disability experience disruptions of normal affective functioning. The sense of body image and body ego are altered in ways that are frightening or confusing to the patient. The subjective experience of time becomes present-oriented, with time moving slowly. Grief or depression, clinically distinct responses, may further debilitate the individual. Anxiety, guilt and rage are additional emotional responses. Patients use previously existing coping patterns to manage the crisis of sudden disability. It is not the nature or the severity of the injury that exclusively influences the psychological response, but rather, it is the interaction of the person and the total environment that determines behavior.",Psychosocial responses to traumatic physical disability.,1985,UNITED STATES,Soc Work Health Care
"Workers assigned to cases of elder abuse experience significant problems related not only to the nature of the problem but also to their own feelings, biases, and attitudes about violence and the aging. This article examines the problems and suggests strategies for dealing with them.",Elder abuse: issues for the practitioner.,1984,UNITED STATES,Soc Casework
Adolescents are particularly vulnerable to the psychological effects of chronic illness and its treatment. Group treatment of girls with renal failure proved to be of therapeutic value in improving self-image and reducing emotional stress.,Adolescent dialysands in group therapy.,1984,UNITED STATES,Soc Casework
"The process and practice of employee dismissal is an important and nagging task in personnel management in the human services. The employee has come to view one's status, following a probationary period, as permanent. Antidiscrimination laws, unionization, grievance rights, the cost of replacing and retraining, etc., increasingly make firing an option less open to administrators. The author offers several practical considerations for using the dismissal prerogative, linking supervision and dismissal through a typology of supervision proposed for employees throughout their tenure with the organization.",Perspectives on dismissal as a management prerogative in social service organizations.,1984,UNITED STATES,Adm Soc Work
"The authors examine and describe a department of social work in a university teaching hospital where macro practitioners and students are introduced into service delivery areas at the line level. This new role for macro practitioners promotes generic practice through which both macro and micro skills can be utilized without compromising one for the other. The introduction of macro practitioners into the Department of Social Work has improved the department's status within the hospital, the school of social work, and the community.",Developing roles for macro practitioners within the health field.,1984,UNITED STATES,Adm Soc Work
"The authors discuss the management of community programs serving deinstitutionalized populations. They make a case for the concept of &quot;community integration&quot; (re-entry into society), arguing that translating the concept into meaningful practice requires clearer specification of the relevant client communities and calls for a blending of traditional administrative and community organizations skills, with resultant implications for social work education. Illustrations are drawn from the field of mental health and the needs of the chronically mentally ill.",Blending administrative and community organization practice: the case of community residential facilities.,1984,UNITED STATES,Adm Soc Work
"Work autonomy is an important characteristic of professional positions in community mental health programs. Yet this concept of work autonomy is so ambiguous that managers are often uncertain about the most effective job redesign strategies. Considering (1) formalization of organization rules, procedures, and job descriptions, (2) the routineness of the work technology, and (3) the degree of decision-making centralization as the essential components of work autonomy, the researchers found that job satisfied employees prefer certainty in job expectations even though this may reduce their overall autonomy. At times of economic uncertainty, special attention must be given to managing turbulence in the external environment so that professionals can effectively exercise autonomy in their service delivery functions.",Work autonomy and the community mental health professional: guidelines for management.,1984,UNITED STATES,Adm Soc Work
Some mutual-aid self-help organizations develop into professional-bureaucratic human service organizations. The process of transforming them involves important changes in functions. Social workers who become part of the process can learn to work efficiently despite its tensions.,From mutual-aid self-help to professional service.,1984,UNITED STATES,Soc Casework
"Serious mental health problems exist within the Chinese population of the United States. This article describes one center's attempt to meet the psychiatric needs of both nonpsychotic and psychotic Chinese patients through bilingual, culturally relevant treatments.",Mental health services for Chinese in a community health center.,1984,UNITED STATES,Soc Casework
"Communication barriers erected by grieving children delay problem resolution. Use of the expressive arts--music, art, and body movement--in symbolic communication helps them to express overwhelming feelings and cope with trauma and stress.",Helping children express grief through symbolic communication.,1984,UNITED STATES,Soc Casework
,"PORK SOAP, STRAP, and SAP.",1984,UNITED STATES,Soc Casework
,Pet therapy with terminal cancer patients.,1984,UNITED STATES,Soc Casework
,Using peer support to prevent worker burnout.,1984,UNITED STATES,Soc Casework
,Contacting pregnant adolescents: are we missing cues?,1984,UNITED STATES,Soc Casework
,Marketing social services.,1984,UNITED STATES,Soc Casework
,Ethical assessment.,1984,UNITED STATES,Soc Casework
,The utility of evaluation research for administrative decision-making.,1984,UNITED STATES,Adm Soc Work
,The ethics of organizations: shifting values and ethical dilemmas.,1984,UNITED STATES,Adm Soc Work
,Social service administration and practice in a conservative welfare delivery system.,1984,UNITED STATES,Adm Soc Work
,"The intractable triangle: the welfare state, federalism, and the administrative muddle.",1984,UNITED STATES,Adm Soc Work
,"Female managers can have it all: lower pay, migraine headaches, and dead-end jobs.",1984,UNITED STATES,Adm Soc Work
,Information processing in social services: a review of Project INISS.,1984,UNITED STATES,Adm Soc Work
"Based on an in-depth survey of social work managers at middle management levels, a new continuing education certificate program was developed under the auspices of the Hunter College School of Social Work. The design of the core curriculum focused on the job related needs of the students. A systematic follow-up of the reactions and experiences of the program graduates yielded valuable insights, contributing to the development of principles of continuing education program planning.",continuing education in administration: the job-related principle.,1984,UNITED STATES,Adm Soc Work
A model is developed by which evaluation of social work services can study a cross-section of factors which affect the performance of that service. It demonstrates how the boundaries of an evaluation can be defined without developing a biased pattern of accountability.,An eye for evaluation.,1984,UNITED STATES,Adm Soc Work
The issue of declassification can be used to promote divisions between professional social workers and other human service workers. The author examines the experience of declassification and Benchmark in the Michigan Human Services Employment Unit. Collective bargaining is suggested as a means for both addressing social work education qualifications and career ladders for human service workers.,Declassification and divisiveness in human services.,1984,UNITED STATES,Adm Soc Work
"Social policy is a reflection of changing ideological stances; and ideological stances are influenced by social conditions and events. Policy-makers and social welfare administrators need to be acutely aware of the existing ideologies and the subtle or dramatic shifts as they occur and affect perceptions of clients, programmatic components, and the nature of social service delivery. The author offers a dichotomy of ideological positions as they are applied to the issues of social problems vs sub-populations, societal vs individual responsibility, residual vs institutional welfare, enforceable rights vs revocable privilege, existential vs preferential attention to social needs, government regulation vs deregulation, and governmental aid vs voluntary philanthropy.",Ideological pathways to policy and practice.,1984,UNITED STATES,Adm Soc Work
The problem addressed is the gap between practice and social work education in state and local policy practice. The purpose of the study is to facilitate development of effective curriculum by providing baseline data in an area of policywork termed policy analysis/synthesis. Seventy-two policy practitioners completed two instruments allowing them to identify and describe their work tasks and skills. The findings support administrative training for even the most technical-oriented planning student and suggest educating baccalaureate social workers for this practice.,Social policy practice: tasks and skills.,1984,UNITED STATES,Adm Soc Work
"This study was designed to determine the impact of implementing the declaration method of eligibility determination. Analyses of record reviews and client interviews in one department of social services utilizing the declaration method were compared over an eight-month period with those in a department of social services using the verification method. Results of the study indicate a significant staff time savings associated with the declaration method as well as a small but significant increase in the number of clients found ineligible for the services they received. Two-thirds of these ineligible cases were found to involve clients receiving Family Planning services, and errors were most likely to occur, in both counties, in the income category of wages and salaries of income eligible clients. Findings suggest a selective implementation of the declaration method, accompanied by staff training and the issuance of guidelines for verifying a client's income under a declaration system.",An evaluation of the declaration method of eligibility determination.,1984,UNITED STATES,Adm Soc Work
"This study is based on a group of respondents who identified themselves as &quot;administrators&quot; in a national survey of social workers. The present analysis includes two dependent variables (job satisfaction and intent to turnover), and seven job facets as predictor variables (challenge, comfort, financial rewards, promotions, role ambiguity, role conflict, and workload). Overall, the administrators reported a high level of job satisfaction and perceived success at their work. But, more than a third of the respondents intend to turnover. Regression analyses revealed that the only significant predictor of job satisfaction was challenge, whereas, financial rewards and promotional opportunities emerged predictors of turnover. Gender differences are also discussed.",Job satisfaction and turnover among social work administrators: a national survey.,1984,UNITED STATES,Adm Soc Work
Health and social service organizations in the United States are experiencing decline in financial resources. Little is known about the management of such decline. Forty-three executives of health and human service organizations were interviewed to study their experience with cutback management. The political strategies used by the executives to cope with cutbacks are described.,The politics of cutback management.,1984,United States,Adm Soc Work
,Reminiscing: how it can help confused nursing home residents.,1984,UNITED STATES,Soc Casework
,Self-study: organizational resource in staff development preparation.,1984,UNITED STATES,Soc Casework
"Information systems (IS), when automated, facilitate the control of human service organizations (HSO) in times of scarce resources. The decision to automate is dissected so an HSO manager can make an appropriate decision. Specific suggestions are outlined for developing and evaluating request-for-proposals (RFP) issued to systems and computer vendors. Finally, alternatives to purchasing or leasing computers are summarized.",Computer selection for human service organizations.,1984,UNITED STATES,Adm Soc Work
"The traditional incremental approach to computerization presents substantial problems as systems develop and grow. The Data Base Management System approach to computerization was developed to overcome the problems resulting from implementing computer applications one at a time. The authors describe the applications approach and the alternative Data Base Management System (DBMS) approach through their developmental history, discuss the technology of DBMS components, and consider the implications of choosing the DBMS alternative. Human service managers need an understanding of the DBMS alternative and its applicability to their agency data processing needs. The basis for a conscious selection of computing alternatives is outlined.",The data base management system alternative for computing in the human services.,1984,UNITED STATES,Adm Soc Work
"The author analyzes the experience of a state public welfare agency in developing a series of changes in social services using participatory techniques to involve frontline staff. Based on a survey of administrators, social service workers and supervisors, the study reveals staff attitudes toward policy innovation in the agency and their role in it. Staff unanimously want more of a voice in shaping the policies and procedures which govern their work, but efforts to secure their involvement are frequently unnoticed or unappreciated. The author identifies a number of constraints to implementing a participatory approach.",Participatory management in public welfare: what are the prospects?,1984,UNITED STATES,Adm Soc Work
"During the past 15 years, social services have experienced a number of significant changes in clientele, provisions, delivery, and financing of services. The escalation of these changes became most dramatic with the passage of Title XX as an amendment to the Social Security Act, effective October 1, 1975. Title XX represents the groundwork of the emerging social service structure in the United States. The authors discuss the multiple issues in the expansion of Title XX and present findings from an exploratory study as to the implications.",Purchase of service contracts and the functioning of private agencies.,1984,UNITED STATES,Adm Soc Work
The concept of human services integration as an efficient service delivery arrangement has been a popular idea for a number of years; but its practicality and capabilities are still relatively unclear. The authors describe an approach to developing a methodology for assessing services integration at the state level. This is a preliminary report on issues in integrated service delivery systems and their progress to date in creating research instruments for program evaluation in a large delivery system.,Evaluating state level integration of human services.,1984,UNITED STATES,Adm Soc Work
"Current changes in the role of the federal government in human service programs are forcing states and local communities to deal with issues of administrative and program design. This involves making explicit choices among a number of alternatives in each element of program design. The author examines the alternatives in program model, program rationale, program mode, administrative auspice and form of consumer participation.",Program design issues in the improved administration of human services programs.,1984,UNITED STATES,Adm Soc Work
"Research has explored professional relationships with mutual-help groups but has not paid specific attention to professional coordination with Alcoholics Anonymous. This study surveyed by mail and by means of personal interview professionals and members of A.A. Thirty-six centers reported good relationships with A.A., although some professionals evaluated cooperation as better than did A.A. members. Six centers refrained from cooperating with A.A. Respondents shared methods of coordination and recommended linking practices. Good relationships with A.A. existed when professionals interacted frequently with the fellowship and where these interactions followed certain patterns of activity.",Linking treatment centers with alcoholics anonymous.,1984,UNITED STATES,Soc Work Health Care
"Hospitals are high impact settings that tend to exacerbate the student anxieties which are normally associated with beginning field placement. Even though they are experiencing stress, incoming students are challenged to begin to learn in several different areas simultaneously. A carefully planned orientation can help students cope with the stress of beginning while absorbing needed new information. This paper describes an orientation strategy that utilized knowledge of how adults learn. Students were provided with written orientation objectives designed to enable guided independence in learning.",Helping students to begin hospital field placements: an active learning approach.,1984,United States,Soc Work Health Care
"There is a high prevalence of depression among physically ill adult hospital patients. An approach to short-term social work intervention with these patients is suggested, which takes into account the crucial time constraints of most social work practice in acute care hospitals. Brief treatment can reduce the debilitating symptoms of depression reactive to the stress of illness during hospitalization or in the post discharge period.",The short-term treatment of depression of physically ill hospital patients.,1984,UNITED STATES,Soc Work Health Care
"Results are presented from a study of the experiences of families in which mothers utilized prenatal diagnostic testing. Responses indicate that many parents are discussing prenatal testing even with their very young children. Potentially stressful areas for children were seen in their expressed concerns about possibilities of detecting a defect, harm to the mother, and abortion. Preschool age children seemed especially vulnerable to becoming frightened by fantasies about the medical procedures. Recommendations are made for increased social work involvement in screening for and delivering services to families and children who encounter difficulties with the prenatal testing experience.",Impact of prenatal diagnosis in families.,1984,United States,Soc Work Health Care
"This paper, using case vignette and discussion, will elaborate on two specific functions of the clinical social worker practicing in a medical setting. The first, helping patient, family and staff to acknowledge the psychological impact of physical illness; the second is helping a family to accept that there may be no organic etiology for a symptom, and that the symptom may be psychogenic in origin. Barriers to performing these functions are discussed as well as reasons why the social worker is in an ideal position to integrate medical and psychological information into a coherent and practical treatment plan.",Clinical social work in a medical setting.,1984,UNITED STATES,Soc Work Health Care
"The thesis that attitudes relating family planning to racism and genocide have historical roots in the birth control and the women's movements and that black women were the targets of racist and anti working class attitudes prevalent among the conservative forces in both movements is explored. The issue of genocide is limited to black women only, because the historical material on the genocide question and the findings of current studies on minorities are generally based on data collected from the black population. The 1st stage of the birth control movement failed to address any issues that were pertinent to black women. Early in the 20th century, with the advent of the 2nd stage of the birth control movement, a public controversy demonstrated the racist and anti working class attitudes that were dominant among feminists and advocates of birth control. The issue in question was &quot;race suicide.&quot; Many viewpoints were advocated by those using this slogan, but the most pertinent was the fear that individuals of Yankeee stock, who had lower birth rates than other groups, would be numerically overwhelmed as a result of the fertility of immigrants, nonwhites, and the poor. The leaders of the birth control and women's movements failed to examine the facts that might have convinced them of the irrationality of their position. Overall, the beginning of this century saw birth control, a valuable tool, become a weapon with which to attack the poor and those who were nonwhite. In the 1920s the professionalization of the birth control movement finally crystallized the conservative trend, as women lost their leadership positions in the movement to men. This began the movement's 3rd stage. It set the pattern of physician-dominated clinic programs that still constitute the model for the delivery of birth control services. The stage was set for accusations concerning black genocide when the federal government's entry into the field of subsidized family planning services was tied to the coercive features of the 1967 amendments to the Social Security Act. Little empirical data exist on which segments of the black community agree with the genocide indictment. Steps social workers need to take in developing an appropriate response to clients' concerns are identified.",Black women in double jeopardy: a perspective on birth control.,1984,UNITED STATES,Health Soc Work
,Looking ahead: social work as a core health profession.,1984,UNITED STATES,Health Soc Work
,Thoughts on medical licensure acts.,1984,UNITED STATES,Health Soc Work
,Family stress in diabetic renal failure.,1984,UNITED STATES,Health Soc Work
,Decision making and adjustment in genetic counseling.,1984,UNITED STATES,Health Soc Work
"The influence of acculturation among Mexican American adolescents was examined in reference to attitudes toward pregnancy and motherhood, contraceptive and reproductive knowledge, and the role of family and peers both as behavioral models and as support networks. Data were collected by administering questionnaires to 122 adolescent participants of the Los Angeles County Supplementary Food Program for Women, Infants, and Children. The adolescents were either pregnant or had given birth to a child during the previous 12 month, 2 age cohorts were analyzed. 61 teenagers werein the 13-17 year cohort, and 61 were in the 18-20 year cohort. Each cohort was further subdivided into the 3 categories of less accultured Mexican Americans more acculturated Mexican Americans, and white non-Hispanics. Respondent's predominant use of either Spanish or English was usedto categorize by acculturation level. The 6 subgroups resulting from the age and cultural classifications were compared with reference to demographic characteristics, social networks, contraceptive knowledge and usage, and fertility knowledge. Most of the adolescents in each subgroup lived inhouseholds with annual incomes of less than US $5500, but the proportion of less acculturated Mexican Americans, aged 13-17, living in low income households was higher (82.4%) than for the other subgroups. The less acculturated Mexican Americans in both age groups were more likely to follow the Mexican tradition of marrying if a pregnancy occurred. The percentage among the less acculturated group was 47.4% for those aged 13-17 and 85.0% for those aged 18-20. Respective proportions were 22.7% and 61.9% for the more acculturated group and 0.0% and 45.0% for the non-)hispanic group. Less acculturated Mexican Americans were more likely to discontinue their schooling when they became pregnant than other adolescents. Adolescents in all subgroups tended to come from families which exerted little parental control over adolescent dating behavior. Most of the adolescents in each subgroup relied most heavily on their mothers for emotional support; however, the less acculturated adolescents relied less heavily on their mothers because their mothers frequently resided in Mexico. The less acculturated teenagers relied much less on peers for support than the other subgroups and were somewhat isolated from peer contact. The more acculturated Mexican Americans exhibited a number of traits indicative of adolescents in conflict. They were more knowledgeable about reproduction than other subgroups, but they were less likely to use contraceptives than the other groups. They were also more likely to reject parental guidelines and to have a higher proportion of unplanned pregnancies than the other groups. Findings indicate that acculturation levels should be taken into account in counseling Mexican American adolescents. For less acculturated teenagers, efforts should be made to create a support network of peers and family substitutes. More acculturated teenagers need greater access to contraceptives, and social workers should encourage the members of the adolescent's social network to provide additional support and understanding.",Pregnancy and motherhood among Mexican American adolescents.,1984,UNITED STATES,Health Soc Work
